key_id,mid,following_num,follower_num,following_id
99,18203032,320,399542,398326679;27063255;484742819;400907285;6731340;1453409239;3537122973714533;495952701;436573;39627524;3493080560830654;33540542;43119787;349982581;1850720242;8680974;7878686;1621487;1889296151;3493118582196953;405279279;23604445;298688983;250956866;51690730;55051092;219573779;1000185818;39777637;31536760;1339268;356419172;1210621649;367320;508941740;2682013;325315550;1398359290;501156021;1053340425;34080901;33188477;388918923;1670703;276928941;22254351;326319750;2146272601;27141298;17648578;1612794;238189788;473222648;296492765;703007996;647193094;672328094;478691043;2051617240;6087825;1310829302;451618887;390079112;1434746;238624419;8049684;306936843;22968270;337088497;287986872;319656701;689222371;18758050;20536487;2190473;36165412;33729931;384524702;298668371;646456240;456180476;478908296;1724272421;485401838;109498702;13470007;1710511;294367897;195331417;97146239;1881602227;229806705;508215481;414336759;428040854;440664748;207346018;1618410357;1978885142;411379495
100,16054375,371,1364943,forbidden
101,108532523,52,677911,314564406;33210401;33416285;66556492;33079976;697210996;1162467441;297754786;172294146;572294189;472497932;14558909;480696271;36644741;397155210;50053350;18376594;529083805;11904242;40019499;342624;1261209999;282111707;692277525;472793493;35252080;399683279;30998644;2484114;692586321;6573969;271338616;295788293;38488834;651731017;19169298;1467384952;325737642;395355866;433276248;19436067;393170813;2135890650;326499679;416209483;33075498;387485900;37090048;50329118;178778949;123938419;3682229
102,1462401621,16,1220121,504934876;3493079591946694;7584632;686150641;177939479;292539548;102999485;290526283;320840078;1612259811;526315634;495535252;473222648;37663924;36235943;37090048
103,683207270,21,670,forbidden
104,383053366,144,1017761,forbidden
105,1597894741,74,157640,1574641450;22114325;1606439161;341752373;3493273693849731;314021327;349812913;439270509;701450013;1027737427;2071465599;483336587;686150641;1273859239;1533073647;315898473;1912242886;9824766;250858633;409973974;20165629;455640575;442552997;1042056164;320840078;1722576125;1776966487;50419575;383578614;20507449;452412746;482816944;1411884973;603481844;321173469;507138226;31225950;412466388;30001516;386805405;139360305;387138155;1082176440;696297410;538212590;693235275;319673681;526294618;434967398;9617619;1692416758;495535252;630320407;883974;495600085;473837611;99157282;444339642;490832887;37090048;473222648;230926815;491461719;2130393474;342318956;454495850;47236562;74614106;1853377955;67141499;506102374;32820037;79380924;21581801
106,11870568,463,3876790,forbidden
107,1560987,59,37162,forbidden
108,604710494,19,1368712,forbidden
109,4134812,59,26072,forbidden
110,2390163,459,164755,forbidden
111,1171454712,59,79115,forbidden
112,585238746,12,1351670,34198762;1453409239;686150641;473222648;434967398;38143246;32708362;491461719;1659651634;37090048;320840078;495535252
113,495419424,17,949014,473222648;18520488;66391032;3461574557698362;927587;49246269;1360180011;293461;532741557;495535252;2040085396;946974;686150641;7584632;235555226;35365327;37090048
114,250858633,39,6283002,927587;456664753;690748574;517327498;946974;1455861172;14804670;456139233;30643878;488055582;11493146;526235992;1906321425;1131457022;441568124;280793434;674734501;473837611;51478907;351914826;241449231;1774758;109586062;420771902;67141499;23270457;25422790;362564335;472807480;388968919;450681011;367409090;278898145;37090048;20165629;9008159;161419374;290526283;176037767
115,516503635,43,3420,1636158309;1453409239;23086500;50329118;12807175;489412051;177947084;1640670482;316370889;239574524;130061363;235555226;495535252;302651406;686150641;1514683015;1923246745;1172899369;479272638;412466388;473222648;12076317;25503580;37090048;344977101;455108922;4163079;504563772;306256726;1570607256;1566749495;347010082;12633635;378686099;42561463;580543283;190854052;89343853;88160614;29736742;450467370;29654347;9617619
116,3546556351384136,11,776448,forbidden
117,11192332,78,43259,forbidden
118,1430851094,6,345169,1453409239;495535252;473222648;1135476125;320840078;450871789
119,43055224,461,196031,35289501;2560968;555567538;1453409239;590842316;11870568;212630840;1557738300;3546557676784241;485219668;19460928;478082943;3493086434954049;2155561;418429549;43960461;280555440;15331728;278761367;621983832;395845182;5714152;382253094;391253;510218261;49494871;109083417;3494372154804913;4401694;291638927;21776118;19226160;8441606;2051617240;39243809;3493145633360489;173469252;33146722;2578821;392822939;293229600;352091301;33086371;27603856;1283481574;8045363;6465903;3493286905907832;11058450;129240403;40185462;492840942;3493263617034975;36706495;299464528;99827844;412885031;2742112;401119930;32105480;164017;23346699;8212729;39281277;471303350;364343602;264951480;26398586;3228447;5408270;29605781;26454148;470806599;256255133;478691043;475912512;1724598;1793144250;2941854;1266594350;281420907;311388537;445321157;26762465;197540167;472185803;8144238;26499192;817606;9098365;3493281983892296;35757240;2902623;186830330;1284100140;1610776689;2636664;605544858;17349449;3493134929496926
120,14890801,134,1674824,forbidden
121,3493105751820861,4,411,1453409239;473222648;50329118;37090048
122,4134740,590,870639,1986039004;1453409239;233108841;237230001;3393923;703171079;1324206120;492652513;477062618;366761116;346651764;500998803;1594681367;399398831;380832972;1436476;19501736;314830550;1312743541;85412531;11785003;21513320;18510197;19328154;3493272251009268;88177556;353896033;1814756990;3493289971944236;326411019;44648324;268035532;627583564;1724665431;3461565930015324;290853377;386460499;515893778;501156021;382894360;297263626;3493140465978044;619507614;195335644;2403047;401742377;27565758;3493283577727879;178078475;457790653;222065911;424740844;451844688;346563107;11714449;2041168605;11461761;1440295;170948267;1725303984;34172379;1794187190;294675228;1458143131;593958569;37599752;72263908;1478011939;8045257;1969220903;237105132;3493082496502438;1701169;443238470;493503132;98668543;351739137;99785626;405705214;230875249;99625118;106076182;1594332034;1985246684;76846877;20494460;40335231;402727090;319692718;450025896;434885182;14565796;3461572687038823;365234278;1985428914;1268502427;26711073;23679403;430085428;129802844
123,59905809,311,3322583,forbidden
124,369272484,40,944,224267770;473222648;18030567;1340190821;87356644;318223;161775300;27534330;436037759;37507923;3493265644980448;233114659;233108841;401742377;48207005;1202762767;1254786108;1203117085;1030380603;1431512;2612610;1610005885;216844;11783021;928123;11357018;3211302;1320523;17497051;137952;213741;14110780;10915924;7596516;1816219;904827;1351379;216025;730732;63231
125,353609978,1134,1307050,forbidden
126,3546576142207501,2,135,37090048;3493274859866973
127,20165629,120,10828493,forbidden
128,562197,170,9561455,forbidden
129,517327498,15,29291020,1001749624;4856007;157161043;163637592;14804670;609140156;526515374;526546916;519178568;37090048;12076317;94613244;208259;235555226;421207274
130,2206456,91,6676592,forbidden
131,1624439811,29,103625,1408989853;7837777;27756469;510856133;1102745086;39627524;102886790;567908806;106577540;320840078;361556391;407054668;14804670;20259914;108133402;23947287;495535252;508354918;38555255;57608186;17588331;909376;72270557;473222648;163637592;254463269;946974;8549577;37090048
132,391992947,236,2911,1453409239;686150641;44128829;613115943;406565772;388477943;34009507;473222648;1226603485;10276136;90942983;9567084;1636034895;1182716845;50693252;281284373;539418077;51588985;9673834;10272440;75845535;1484421164;522902514;7481602;1007043700;424658638;1628139107;1871207387;63011600;1692416758;27717502;387935888;22960772;3493082817366845;3493093607213343;551021615;15151011;130061363;302651406;427494870;38957883;86588581;3493119632870068;32708316;1328260;454719565;20892823;39627524;406745134;13736113;11973275;677555620;431073645;2413379;578227337;507259965;432083444;300634025;174501086;29247309;240973966;2035556081;267776898;355390214;3461563725908575;1462401621;1994619824;533459953;520819684;382484510;13716885;454323484;2100737396;1629347259;1966161706;1171117512;1685427859;602626901;605205509;487281142;57214324;478908296;1881602227;326499679;436368244;679430695;504731905;24478119;660155428;516314775;439868658;379763805;1923246745;382281138;239196981;15773384;6087825;1986039004;151216159;527057981
133,1136220052,2,672315,495535252;473222648
134,8263502,251,1167638,forbidden
135,654552,1534,1818397,3493283235891971;1543429486;9030440;408710011;75;349717298;3461564646557834;2000134;98865844;283195854;138624168;601599567;1488386490;402129405;3493290328459720;11891604;8878219;122568221;3493282057291875;406636263;11522981;10919138;23236553;396000729;20969206;450496827;34009507;1415483599;352919435;14048220;401753297;2196632;3876661;65420141;3494354526145329;312094189;553855815;501868804;343898547;388220311;179808226;479087924;256195234;9175280;510362725;472803691;1910020454;230576499;499800730;454131503;1167390558;1654969731;41820;151186027;285407581;1744910610;442028032;391550203;28647869;54712725;363251433;358517766;549117578;364504820;3531633;39208803;303569808;39517328;32708462;1512956915;695637594;54765717;297136;333531100;510856133;3493086311221416;644647499;291042076;19873195;1195284234;2974991;424740844;428192680;15134124;11667778;14746869;31356647;1389192916;7773004;3493130607265963;396822361;258514398;94232506;2844419;24193870;502909621;266023458;9448580;527145352;1358949963
136,22707531,160,401183,66391032;254463269;24785838;1453409239;6087825;44128829;6089572;326427334;429748638;235086690;3461577439184959;27717433;174385946;8465957;516314798;407054668;40634601;473222648;193558681;315781946;440237866;79577853;3046429;92114033;3493119632870068;682572427;1388970095;504934876;49246269;1304687234;86588581;362076;1057241855;170948267;63231;388742853;37803851;414350632;15277160;9303228;1745584728;389245745;326499679;2889783;23947287;519872016;28036985;686150641;15355639;504706;261485584;8960728;1543732;11139681;883724;4090380;472780788;39627524;495535252;3055416;927587;21778075;408008333;456159525;14068111;229733301;14804670;540564177;417583826;11415011;54992199;1213087766;27171001;4925207;70744200;81824112;1999942692;473888452;35654949;154113956;5294454;168598;1577804;23075044;290526283;100829767;1951038;40857648;337312411;483162496;10820057;38053181;641975239;669462270;2884629;488779255;3433092;642389251;596324576;14871346
137,52806762,509,138596,forbidden
138,544336675,25,4122953,1453409239;504648459;3493080560830654;19693868;1282960442;67141499;1011433285;1830027556;419872064;8960728;18202105;588278127;432044872;290526283;99157282;495535252;407054668;487472416;1536568491;320840078;1721304028;686150641;473222648;235555226;37090048
139,1590705,197,1060428,forbidden
140,1532165,45,7815666,431898258;843122;231048690;1817554;32598708;226918519;10684075;2731733;22121599;19358078;8737261;7295872;47691306;24566360;362547;14016058;23003460;1355391;1935768;826317;8334934;6298972;221648;375375;8578857;8774383;1745131;7971332;508375;7499230;158312;4572301;5107968;2763206;1331180;4708139;2859875;3511486;1536332;2152294;499875;944242;4436745;629315;445883
141,8040773,378,64915,forbidden
142,27559447,80,74358,1371229075;374629782;3493135445396192;298054634;32696977;25876945;1259639846;516761756;429748638;97039736;35303757;411853537;163637592;1060544478;696173615;1782169952;433004026;677330019;492840942;507482296;3461563725908575;9617619;8263502;440664748;402663819;39422678;9824766;9614054;686150641;495535252;1285534186;13204325;15773384;17924104;320840078;533459953;14626386;8981370;489412051;70353036;22680661;489117797;1794701140;1813205998;492219177;517327498;94525212;391634751;1835947;17561885;432424031;326846900;478908296;39893537;2100820615;26995758;482508159;483311105;476834266;27012469;7737676;3153555;237213729;352431409;458165375;81824112;1101605100;19855259;33151008;227475289;474702359;449545834;24801003;353539995;27880221;437316738;11336264;335270183;433248184;3071951
143,547072854,22,1651792,1453409239;88251858;473222648;686150641;326427334;243913932;407045223;100785033;23947287;320840078;476478916;393065808;407054668;495535252;38195336;6419715;524131940;514582034;298116371;236516876;398812937;17466521
144,1137066730,117,251190,1610203585;1354622011;3546557645326565;35804183;352637817;1453409239;668547497;316627722;300764639;517327498;350632501;3493109998554050;10625615;3493141927692880;253537481;623448014;304578055;438074196;1986964377;429748638;36909511;1276013191;290526283;504648459;474803476;272793792;273814700;7288324;8263502;698075759;514924891;447317111;12295034;20546476;1754707;353806838;624841994;2077889889;3218685;90926765;39627524;403776414;1420982;4251680;1895195099;2462651;8188433;1725303984;506090703;395936853;407054668;1703866639;1498632695;519724024;1117361592;19693868;435765590;393166851;174890586;402269796;10891313;452412746;429597337;694515425;121288250;87468520;27501395;383684359;39903053;495265081;1424972;2196632;15262818;13540;350975070;97039736;230926815;6087825;337521240;8960728;419872064;101229184;1899024305;496688267;297344797;320472203;96429934;1007043700;270105105;355351243;523836883;327552140;414365082;686150641;17431502;23791195;3493080560830654;11429061;893053;432487490
145,1384903153,85,224,291319183;486017700;293595774;473222648;1453409239;480935200;17711858;51945391;2052056043;3546574460291228;360975109;44247976;431840343;519520953;593555042;645961035;3493262113376845;13658799;30771869;1473982762;397520579;14521574;105506778;489286027;340270210;8290980;16362612;3493122334001461;1677621;4682544;41716626;62880358;3493111489628241;122135229;481484891;13583054;38569712;279404930;476236774;256112553;279597296;24996035;1731983481;1285851054;1298023408;1841542584;701694247;398354037;63533020;512641578;253177076;11254664;407192037;497880185;1421017;3546393136334901;1255568701;1337800321;1335532266;65804224;3546378947005386;3546569225800188;159889501;3461570394851389;1911192664;599364691;481370931;1375219548;1005694048;1685670917;502888859;3493131513236433;37090048;3537116411726346;3493131712465330;3493132232559586;104834380;1382691240;1599513639;3493131750214178;1862764856;193486632;481773474;85494443;352306482;39737405
146,18343098,248,2494725,forbidden
147,553182002,43,9705,forbidden
148,1486340861,81,601562,forbidden
149,10272440,351,1121302,forbidden
150,3461570644413128,10,1578,1453409239;436036217;3493132230461921;1359852330;350968964;473222648;342546051;37090048;1592301201;7957044
151,1283676771,594,139609,111082383;1411628447;511389760;94508565;1169142430;698926571;38472972;517986781;1453409239;1484291645;282239993;27950976;520819684;1526782876;39627524;432752294;349664398;325428150;286737038;200718425;3493116671690868;28047632;2076320043;3066511;288099050;1278118266;700085399;3537117076523810;671832282;2044333698;32703684;172833150;46526936;471283015;3493130724706733;3493288059341337;86883701;456782283;434070377;1575718735;95913348;481519720;1780480185;251395733;86254673;1493873808;673516441;3461565862906475;1840893338;316570343;3379341;35368644;2037964061;6451398;18144984;358482531;82363089;301392140;28152637;295993972;396691357;388037313;95081444;7590247;35807625;366075269;3493087504500974;471303350;2125857107;454525170;1010101551;1141159409;417567377;396474222;160430687;20695818;3494362491127940;516204842;438347850;432292196;390790215;7725983;522902514;1117647942;1042895649;472034277;89042331;481393564;41519542;22358540;516314798;320840078;14368720;1169141674;38968617;1653184173;306959616;481459336;3493130607265963;5657589
152,333515232,6,156313,forbidden
153,108331200,3,104871,forbidden
154,1372433,207,2380922,forbidden
155,4641697,6,356394,1453409239;263582599;66391032;378067652;23640791;22423090
156,517184570,40,1240823,forbidden
157,88160614,176,398216,forbidden
158,1310742156,8,471205,1453409239;9617619;258464714;77233149;1771719183;1585156587;473222648;37090048
159,431073645,130,6852487,forbidden
160,9824766,103,9589436,3493129338488958;488072687;488800287;3493130724706733;1563385862;473222648;630716239;196356191;7552204;285868415;533843012;401676529;414763170;631196476;39627524;495535252;490832887;100825369;612492134;591856754;627629503;476704454;415479453;281284373;686150641;480366389;454958604;431182884;405724215;654391;20615621;628885697;700086012;351899011;16612971;9617619;102999485;252153158;58617276;25480023;2654670;116683;163637592;122879;491077674;37663924;182481858;94114029;11808741;353539995;5970160;140588718;86914042;491593210;486633990;14583962;22141287;483940995;562197;37090048;337521240;29329085;441337337;393045389;457569848;96423810;472807480;173947574;67141499;265059948;29873651;5771902;394071338;380072728;416128940;20165629;1706344;433256416;437316738;51896064;161419374;2920960;8230941;3032988;37961599;7956629;3766866;13354765;235555226;19642758;390461123;75;414641554;3957971;30605843;808171;9008159;4474705;376127185;32820037
161,253350665,124,1358834,forbidden
162,3493085782739496,14,593056,3537106035018583;3494381210306928;591917059;3493262484572295;3493122078149548;3493093091314395;3493112169105906;1316843083;2128487337;1214263045;580331305;673375678;673377661;673376925
163,1143898753,79,1222751,270105105;18949238;1453409239;550515990;174385946;8960728;8096990;2371377;84706708;24301201;18202105;8958708;319758592;3334179;522894780;596847138;20505287;3493118479436623;1913618659;474803476;520402918;3493080560830654;504934876;490775325;32782567;261485584;1629347259;4517705;1858861103;624052719;2049801772;339885439;388394328;63486758;8076065;686150641;495535252;70870686;102043515;649019192;390478245;9869749;193147738;393170813;277836863;942755;1115580725;609505697;489793582;15982391;37663924;15134124;197098;105502937;638816489;37754047;216156027;8049684;349092963;508670955;454143774;100785033;550942486;56344967;660905254;473222648;414350632;79061224;394184719;99157282;1711342368;6087825;10869763;57598190;17819768;23947287;927587;1920253;49246269
164,8894149,302,1136740,368739772;282935942;506600131;2014098807;89764318;397347794;1453409239;3494376565115651;490518248;17065975;18407818;443196209;476583183;341975422;33326894;107457908;586631367;1409863611;3493282885667660;375466414;129326840;1561515;862849;501725415;15946220;348480779;229174568;450882837;8469526;492840942;1976532950;212543235;22252462;1642297;400528447;353341;888465;230129736;1943410799;625704477;8048877;9015677;76854555;599404508;1074565957;356597340;432124734;306797414;94510621;3066312;359496638;259584300;437528440;78134545;10334523;1575718735;1084175520;698029620;1280231019;32708316;842612;454570561;19446443;628154800;364888155;438201605;1862113270;1022504026;24372987;1449615811;7966;35103308;1636034895;12369504;164598376;143415442;1093588984;13123377;317404572;25120438;694644132;689660843;401742377;503993267;378582162;38989039;38042376;23499270;508351195;437244538;2016481967;545370858;1745518988;28024457;1425239276;451959062;90361813;357894341;540649;1767542
165,6600839,254,30673,173323339;1453409239;386186788;1265652806;10119428;3493105034594510;502908808;3461571554577304;2042635771;38174398;2052851329;1129197064;17437888;1124369771;671002793;41642624;612788;57898999;3494379073309365;1723817;212630840;499591337;518371718;508103429;16015678;7086255;35798565;8942060;1221879760;3493283531590620;3393923;4458520;423738152;125526;52672516;1958454609;10431355;538124567;1833159554;548072170;389245745;18343098;1886622622;730732;7146841;268941858;551021615;602533983;3493120220071960;686150641;1340190821;12075114;1113861913;5591639;1085838896;3493076735625668;3461576967326521;328135510;375375;481855819;38568774;32187114;927687;551188239;492840942;474548351;97305801;397000529;2013376075;2128970763;1593381854;402327722;519046142;35202913;1889545341;1955897084;256667467;27534330;75;9233511;698750420;1636034895;525952604;67141;7817472;7815280;27934260;471259688;400813602;381881579;309266471;309491479;480810988;474595626;11854884;2528889;489412051;586631367;507694;15960317
166,298700788,26,191763,forbidden
167,408643543,4,43730,37090048;686150641;495535252;473222648
168,1767848350,4,376230,1453409239;108843729;473222648;495535252
169,352038217,6,163925,forbidden
170,495745839,74,18115,1571122193;1453409239;1468601464;11774621;93664404;11027752;1251680724;674609705;628755527;603782565;397283324;158260513;399869796;18490375;409744369;76687575;314819740;4955364;3493143483779226;512979804;16767253;96245669;100847445;15712011;66894053;511454091;2142944913;471743118;107697819;471459112;26005434;477945413;3461579320331037;397843763;472170134;299737608;13129491;1879074507;474522769;22003066;6075139;13961025;492542342;397593453;269072936;50379584;22902022;479784248;227638387;17422177;702928071;401519356;1397969993;321173469;47296333;487057112;686150641;517327498;344945039;474478910;627888730;28239752;385287865;473222648;574795831;490817754;16289700;9253039;501097725;37090048;14615701;390394325;211700578;326251291
171,289629258,160,315482,forbidden
172,375241551,108,389986,1453409239;454679275;495535252;12850636;289334440;630840991;3493265644980448;67611030;1197454103;315308990;97045179;30970935;3493144714807514;53466;492840942;1340190821;3461581662849732;473222648;73759935;7866990;320694995;1728547;21865424;1479680;288181561;433987749;1335713025;546195;3113592;1784054690;1554642444;1265652806;289475254;344254152;31599940;406871371;1579053316;20669779;624757844;401742377;28080428;11597746;382182697;14804670;7394394;419121167;510467240;320840078;457761794;235555226;43310262;178389675;755824;76697885;32708462;321173469;15232589;542066925;8081522;11742550;429714179;13553361;27263837;287041975;22157527;1619097;393054229;26240675;382508636;19438333;36967594;481393564;37090048;382393007;11602644;396882622;27534330;477631979;44990742;8144463;161775300;305565132;174501086;68559;11855362;3380239;250858633;36258421;32786875;271517969;872507;59905809;9068441;33138557;12723426;84683201;22098077;7624233;686127;26366366
173,38125899,15,334603,forbidden
174,24071691,891,160881,1791417495;353224849;305839618;351899011;28626598;692988;35734399;1752630832;88115298;8465957;477410547;1912249087;613115943;6875363;632887;352183158;279583114;525952604;487633798;102999485;479592209;95133154;1431266199;605727461;60679566;58977985;2045047052;383578614;9037593;393256183;1489578702;690095204;10272440;90361813;578227337;1232765702;439868658;1269265572;32426113;1519841129;544156600;232472043;567124217;6239054;402925510;21768357;526693814;1863894913;286973680;412466388;700651357;38568774;571307144;320840078;511744123;2776060;548959251;508215481;359817973;3493130724706733;1722886770;365819167;502281231;8549633;19642758;416128940;1691347;65764710;253140197;527796286;172809260;257401118;3461572842228424;14021666;1240767405;319762851;624708064;692547727;3493271441508454;1186626575;1400095964;688630527;472803691;408172432;520152906;65777490;1979007894;696057192;592027596;6336952;643873396;28955025;649707095;40039317;1260095253;200336749;231896831;3493258000861325;3493138614192650;521568502
175,6574487,76,4329133,forbidden
176,10773628,193,411548,forbidden
177,617285,606,2176685,forbidden
178,3493120601753789,20,264103,1453409239;183751118;321173469;686150641;591853582;355082665;29059186;450882837;488771194;458165375;412466388;433406580;454755309;9617619;400874343;483301783;388576777;483162496;473222648;37090048
179,405378715,1,276969,320840078
180,4977641,170,31887,forbidden
181,512839,300,368053,300159010;349717298;596842980;13507949;4273977;24961799;50025232;475304452;2034600883;883877;14048220;1422239096;7773004;90942983;1234098582;9596327;4831263;14890801;680447;12344893;389609547;407241075;379247856;16948034;2013376075;454639870;170116541;352876685;100022032;2374053;397490386;2088487272;297242063;1195284234;303864990;3461576713570746;1203117085;1636034895;473222648;15680186;163637592;604266097;351999927;504934876;1074545099;41759;38053181;2116271772;1271916102;503302;1955897084;1340190821;72270557;158119101;66640659;2124185205;630874464;31599940;1140672573;472729452;19428259;22157527;6989655;7212583;320840078;610373412;35857776;1076536188;485256303;304578055;33824345;1837486832;526843261;1915946411;407054668;630320407;287813701;2040085396;660521530;2007781080;174409203;7907806;698029620;1501380958;504090336;400230277;486287787;434376696;14583962;125776535;3743849;79577853;291615315;27534330;254463269;86926218;10558098;517327498;19319172;11910809
182,353368172,46,1196533,347737551;39279965;275529727;61055477;104506473;7668570;473222648;220963083;207261582;374543346;311671229;454461988;495535252;31225950;92521867;1133444737;679619486;1763562610;568089240;503167129;51705359;1431142785;9617619;1850086882;261485584;439237532;13187723;312823275;534954511;179055896;511435723;390781013;631567331;351166030;50381841;319762851;355918073;472073277;5670108;35671198;37090048;235555226;321173469;72627987;817917;7937565
183,86439234,540,1286454,forbidden
184,548196587,36,784777,forbidden
185,356798697,207,861452,9959730;893053;24785838;4645795;44606746;491306902;3461581291653368;668745692;452412746;3494368275073228;38542531;43611197;1590705;246370149;47129767;6768352;11139681;671655664;2776060;172809260;4143984;463999;3537114346032000;3494379073309365;175404;1636034895;28266043;6065166;13084687;327425518;473222648;1436758643;3494367574624935;614485978;23030917;8049684;416987337;289999810;29157642;700823648;7503663;1340190821;536066324;38942842;1724665158;195335644;402420304;446337665;1393049190;554121133;138827797;1205334981;13292669;177925547;3461576713570746;206840230;1557073149;5449804;7936287;6964745;582046218;1197454103;1044994042;28378491;577711260;46707930;9625149;12605266;77667;309850;174902557;9275909;626796832;43995149;26313239;1993783615;243220010;629707370;204980022;8479929;8615846;36248817;3773893;495535252;3810668;20536487;326499679;326968804;8509469;401742377;602533983;20165629;5888153;393617111;34932803;5775135;406227094;6982801;2654670;28902822
186,357261525,0,1332178,
187,113362335,246,4485274,forbidden
188,5898335,406,334053,1453409239;405378715;172452473;208130286;19535168;3537105152117027;513866289;10280318;1899240;607563758;1592286646;3537106035018583;3546387809569420;3493130607265963;1974617255;30652169;23244398;3386870;175318362;400776260;3493264315386832;11498155;36002821;278834022;1604499246;288387457;11718401;1567748478;243821484;1804810489;1414351987;273139194;102274779;649831334;588839481;37750132;3493283779054112;353263177;492840942;38598226;396481253;352213712;3433092;2043890726;1272878753;87918598;67060350;604273351;229808285;521249172;349092963;86940939;20457232;3493104095071072;454719565;11799651;8960728;6302909;403899908;51930062;3493085782739496;487515243;489248785;641975239;32685766;1072317049;14957096;493570956;397283324;373428318;525042162;355272906;332811856;3461577439184959;18531444;31438993;476819048;1462582672;627577002;11241296;20787548;291054838;255263412;318406739;1493698583;551999357;24659626;297242063;440544870;692206640;218438615;523554877;296092268;531131239;1262893002;396671281;15892313;1665610509;408016629;512223769
189,1475911897,175,49113,3493270443264868;259827082;611536530;1506589731;3493273693849731;324195125;480959917;2689034;1453409239;319521269;20627408;393269381;17131900;1410424517;639540640;482013586;1220366646;68134500;267685040;472265565;102999485;8960728;572168985;1349458501;58919453;356669078;15862638;604003146;70558006;1833524110;1613514852;298561544;32939781;1484421164;283427061;443344782;590201208;3494349557992101;73528331;1422239096;454919516;373869447;669727924;1941420794;1038312308;1914182894;14479156;384123071;1718080859;622608831;452600545;476231323;67937398;2320796;7253414;3461565292481068;3494352743565965;662609045;16200503;479622337;1691179740;486772957;12555111;3493273331042974;1873437857;339937042;3492972878366910;401602887;2068622664;137026280;313125611;477062618;1976345786;371813629;11861569;19848928;393107174;518684723;3493262914488391;9134769;1359172699;2968132;9617619;2098104986;1513533451;18633746;522183580;1961481682;356344892;1863229175;252615568;1746065683;1728034497;1467104470;3493276392885111;3461565930015324;1382018884;371040148;107502877;1655421
190,352898116,57,45522,50329118;40072218;1057241855;1453409239;8048877;31641726;49960899;942755;38795026;12645026;199050483;372881010;26639719;444933385;5294454;39954026;2089687241;63231;97755471;381434404;686150641;495535252;37366623;49170763;381839960;480810988;31703755;473222648;431309140;39253279;293294890;269319344;321204976;1265778541;85717905;529747622;54647933;203680252;22597388;27854884;25634814;321173469;9617619;927587;349733067;10350985;474595627;2183230;107873360;585267;546195;255912564;390478245;507694;327478820;5970160;13354765
191,3546375581075852,71,1003020,22492980;12075114;3380239;3066511;562197;404216060;3494368275073228;1880049807;1265652806;1453409239;11912132;495535252;29141422;3546560315001514;21619102;30973654;1370159444;3494379073309365;211005705;27534330;401742377;1340190821;408650439;17367640;171368594;320840078;3546390330346059;3546385651599901;432083444;7349;495695169;1415744159;598504181;1034877260;32472953;697654195;473222648;642389251;282994;318432901;1636034895;290526283;312679910;7996780;639923249;51189068;5294454;4191359;212630840;1020040160;1567141152;303959698;57863910;1306451842;385948469;487451378;3493142030453463;2087881184;14804670;99157282;15892313;395834987;1813797500;1143898753;630327749;154326864;1612958134;81824112;130636947;627888730;2206456
192,1985127693,101,1282282,130061363;492840942;928123;410964;422292755;173497122;20706631;601599567;6989655;20094989;1092440535;1517342675;1748204829;77557766;1831744377;404216060;89146664;385137802;123195756;8343194;507757037;513722566;391250059;32247345;212534888;39162767;20286666;23192284;46707930;8426819;20552947;1860725562;343351658;1842132179;457622516;11817090;106833655;328669635;41835034;326088257;165360675;58680804;37793603;174486322;395135643;7836455;958121;339875283;26176711;231943772;628092349;29126359;135136555;314025696;1525947108;17773619;645456648;486201693;1815938;320840078;517327498;1243455344;519861250;405007525;15435891;1884350765;3066511;334215825;92668890;23869073;14130614;1443100697;10681035;15960317;43681025;284548556;108419059;514201249;326427334;1551676824;34711405;255481616;244320067;43217719;332758490;14050325;175440115;93460907;333979;114104072;340632388;1933178652;520814591;19915956;495535252;686150641;473222648;235555226;26366366;37090048
193,1217628212,32,4342312,forbidden
194,24969032,627,114846,forbidden
195,8680974,15,518809,36882906;273459;338927049;411379495;544336675;1618410357;3493260093819171;686150641;320840078;506761354;8263502;33878413;1676956;473222648;495535252
196,286525478,176,1945,14100618;1569685991;49246269;1064310455;323588182;258819429;1002990082;3493271504423174;521368229;1622619102;604710494;1169142430;1540771251;406636263;1877188193;501957578;350572124;163637592;2021254363;97381133;35726638;526394261;496647754;493570956;521653784;335470180;384352851;1559036709;613152229;96483112;429711841;499152967;166326710;1025115216;11951918;516048385;19110206;628941399;416377942;372151897;324188834;20165629;10649730;403413967;1789842845;433587902;456161323;617394761;487891487;22856015;473837611;569956690;1870883193;27030350;51012815;247095811;2116214111;2135579430;477050882;259835473;224465105;361521324;190038689;1328424860;271970833;437717037;1379965480;630304007;1532165;314356882;40178656;1614789471;9847497;1062068123;170029447;23079060;101229184;474853499;444857675;25023900;1415383726;1716892617;95399459;1296996221;1522669741;1505548387;1965754048;17364274;15349505;72994270;141509460;470624011;1148464478;1639078517;1575238640;1131457022;278317627;16671656;1087482281;483162496
