key_id,mid,following_num,follower_num,following_id
197,651039864,62,2209755,18154819;395845182;35847683;824967;562197;406636263;40965968;12894311;166788439;125526;351978136;8731060;364888155;3493080560830654;3493136779184802;533459953;697166795;23947287;13297724;250161914;170948267;673783888;382189062;12890453;178429408;168598;1140672573;899804;38053181;3046429;163637592;23326926;314521322;414336759;304415852;470156882;1440295;7349;41820;1915085558;535024983;52190805;393658019;10909041;838792;39180492;9321359;12434430;96864743;24301201;3530725;300159010;298753342;67645170;479409514;37090048;19464583;7487399;486287787;303740257;37663924;321422126
198,14781644,199,2193985,forbidden
199,3493120727583319,25,218982,1453409239;3537118806674028;476704454;320840078;591856754;458165375;14800002;28958127;596842980;277301527;18202105;1776966487;35781763;495535252;686150641;34882057;11692350;416940682;1982668634;1895195099;419872064;1916474;37090048;473222648;247754041
200,18949238,6,11107,1453409239;3546380068981629;473222648;17276318;1743657247;37090048
201,3546384231827900,2,23677,37090048;473222648
202,429748638,14,372095,129819878;1140672573;686150641;1593690059;458165375;3537109008780136;447317111;495535252;176037767;270885164;490775325;473222648;290526283;37090048
203,3546376436714144,46,100939,forbidden
204,373388923,27,2460472,1453409239;10839322;3493291536419229;383167169;111095065;701533955;1455687425;158119101;1458143131;625660930;1748743578;686150641;495535252;1229914782;302338318;701697448;2060836169;389916800;476798918;671655664;277506086;473222648;37090048;320840078;12076317;79061224;17638509
205,686127,468,4316626,190900020;388292601;503949833;1108027453;669600154;323733;404854960;157311145;79577853;6065166;7145647;617285;1453409239;639966668;2979938;733852;222628253;194226361;342689979;625049074;3493265345088049;11460065;3546381954320539;473837611;604619672;36614286;46318533;35306905;17202395;42561463;30071483;671050715;415239929;22302381;1011398904;22454199;514344759;646248147;588226278;7590247;523672266;5007752;9617619;3494369774537324;6762654;2196632;17134369;3353026;674226304;692250086;180379122;3833934;113013235;3494375470401977;625069439;2053449766;2143774956;3493114989775034;1645684419;651193262;413703;2051617240;7086255;59441029;346563107;444230587;106410622;8376008;1174974971;3493115207879458;1317921047;3493281841285287;487344773;37607457;26798384;403645723;4282930;13817466;1031698953;354278618;662988087;350715147;289603188;264477393;28880583;442780555;57435565;393492449;14193369;40821656;23233523;25061905;8141852;3493144786110704;2138614;67141499;17798027;351899011;321790598;2108856
206,406636263,129,3651780,forbidden
207,338617869,21,1482992,1453409239;54091976;330663625;434476793;2045577567;686150641;698563359;171368594;160757660;432499697;1341801315;624258353;20892823;471176961;1677347039;473222648;386184055;9617619;463999;3461565930015324;37090048
208,474853499,13,2108148,3461569566476582;777536;392315032;495535252;297242063;484262091;37992622;384205461;1532165;1418442;300587768;43111066;37090048
209,303309,304,2568,1669344982;434401868;215597139;35750720;397530;3434064;2976324;12303456;11432392;3494349748832314;1007043700;7380321;8153426;517509522;13208453;1459104794;233592835;9617619;396609218;293364909;7671103;356532833;24886720;588051389;405503329;85531534;83348;45644854;525729654;41683333;294011134;45497666;488786;3494358498151001;105568957;258733870;3493277433071884;3546383099365944;3494368631589577;2577707;3822341;1411359800;1744910610;1200142548;3493122814249109;472824065;242681316;2027346;17402628;616298824;3493138628873133;1919056626;3424373;2767637;693106457;1343403;381875112;10276136;7690817;1040053152;10893225;3493267672926960;1070859358;486148798;122064236;402146897;602907634;496168446;123410045;7418846;65836976;2117755738;242147338;8957440;22895948;407995828;668841206;86835483;26644210;258514398;141869;492840942;7035485;210628;475887050;397126929;10330740;17561885;1749046;1985925754;17381301;401154;823284;1400672848;2001633944;2114847153;322397496;454974725;506645520;1096465167
210,34470291,596,4688,forbidden
211,1338171263,45,87672,forbidden
212,32782335,129,851237,forbidden
213,14546601,445,848356,686150641;3546390615559007;3461571554577304;277665295;327901592;28021954;1453409239;173323339;2250815;508103429;28266043;620667498;3493265644980448;3493082110626505;692621542;121888912;23158337;473222648;23084818;1197454103;1334711;642922;11399495;1521415;652315;18207363;3493087259134118;3493120220071960;647193094;1425239276;488836173;256667467;34621680;1743593860;11057377;3461576715667734;334913321;8334294;577711260;436175352;3451637;2076238003;3461576713570746;1669328690;2088402958;168598;1593381854;30647063;1941449;1799259609;647409444;492840942;11684621;18141445;407843750;503026492;125776535;22197150;157761;1955897084;1636034895;1445366853;17751749;69743276;11783021;13752748;400315239;50247468;1265652806;1872522256;7206526;11646119;23938690;384919249;476159864;494116778;3178205;7223194;1284165101;473887933;14407427;1679077106;1881796598;669283773;9617619;43219807;12344893;512193161;3633594;3046683;9318640;6768352;19334905;1778719683;477783;23947287;8719922;9096433;2482644;6699082
214,1098173832,19,1249326,forbidden
215,357812245,73,23493,forbidden
216,1184987687,6,27638,forbidden
217,395936853,122,1274148,forbidden
218,627888730,121,4905430,406871371;81142581;562197;43611197;348989367;7656916;3493138607900716;1238329219;578387724;2045577567;179505322;1992514;10671099;481772090;99748932;486412477;38598226;1413256539;247942660;1726597059;39751873;657516;49513641;677804791;1334878352;434894091;476491780;526633019;32025839;62809495;7552204;13354765;19642758;85835398;147166910;317783104;1590705;492840942;401655365;2063605;11278686;487462755;1294867981;316567547;27756469;10682915;40427625;25503580;64872792;1958342;326246517;433351;179922650;90361813;52757010;512393898;209711379;109311521;86820582;15161351;326499679;668641316;3957971;20513995;3589472;54147158;40171404;37738102;291521181;517327498;383346925;410964;699644554;32449175;18540116;458165375;404216060;1213087766;314828680;291798230;87190721;5294454;3579852;326675739;1610281;18713309;5632230;356762949;677865752;667896211;668637370;614320742;9617619;648215776;494686150;18341797;130061363;73503664;59550906;474702359
219,518863547,4,104839,320840078;1356504769;473222648;495535252
220,23423168,209,1107610,forbidden
221,1690991956,81,32835,forbidden
222,321422126,88,4092294,5818410;3493130607265963;694703612;457653459;1920253;241679003;488779255;2342149;20154571;586789337;578425533;37781521;178778949;49746395;1531707;448019333;3116281;645711700;7788379;79061224;147166910;438880209;19642758;7487399;3380239;23604445;27218150;1654470;470156882;378885845;1551474535;40966108;1140672573;52165725;10119428;37502021;30829003;13484779;100744;222156978;520155988;598464467;6875363;90361813;57863910;11100920;608803790;411183337;339680732;719238;8952798;208259;448039667;10897973;3127528;9008159;486287787;651039864;37090048;11406566;587618113;5960601;397490386;35147507;290548469;108766164;4925207;12394995;27880221;303740257;29296192;246370149;501459589;204980022;37663924;481425807;25351158;285407581;387016113;291415305;412466388;28797646;205397724;50245973;4196484;456307829;265926518;20982162
223,479794307,1,46826,320840078
224,45718115,8,96121,12927364;8465957;335692980;8049684;473222648;557006;38734858;665457
225,50111839,1087,1109607,378851290;1817252;522302257;1274200071;94907922;690748574;123717674;38250589;1453409239;125776535;145901490;1495996168;3546383277624248;323877910;37090048;23052222;1011401633;517994498;43739579;352177312;95164976;585019228;2601367;3537123277801478;35649506;1403936355;1052923782;209821220;1771376;3493110264892276;1027737427;1672274791;472651210;13674253;35757240;38568774;3493083842873472;3461575153289625;230234802;3461582476544762;2746011;10040906;11146755;3537114346032000;18342128;487618793;7117493;11742550;1430803;1600142;36730791;23618219;545004269;9096433;3493119825807533;3461579184015582;1509142;365717903;628845081;730732;384287483;17779099;15092982;3494355203525212;8476852;1583472;13736903;410606408;3493264896296985;7900351;7527048;101673438;2069618819;3493120727583319;349983685;942357;34458118;165906284;389665283;22839600;402176169;38447219;235533775;236930890;1649919642;3493106288691487;436939918;670757123;687489264;486706828;59114360;25765819;5934802;30895259;3493134470220310;170116541;548435;1697307540;2136569666;213938189
226,10119428,618,6676105,forbidden
227,14937116,2147,19986,59104725;22707531;21401670;90183256;2055800;202187010;89068;3493083962411195;516706545;406353396;368081298;9369485;1046423261;39163356;3537122973714533;62998467;1537882419;39392104;443348418;52250413;107502877;391082962;3493265879861966;3537104839641121;3461566462691605;4527446;13507949;3546380708612643;1956251;579051455;453999675;22234926;3494350055017349;2133138733;1218286288;1467355706;229034241;285898953;385626302;151312;1508326867;605544858;229794434;1567045834;1422239096;677465962;1633073021;9769766;1146388214;5936785;3493261404539275;1628139107;415523607;2948981;3493134067566912;1864674231;107762251;45874339;20530305;956761;27347297;32708316;343914087;30691457;26317883;405968769;161905393;10682915;2705784;262207709;35368644;302651406;297136;490042702;284953313;314521322;3493138628873133;28861187;345496332;697420022;7878686;586790956;2083524632;1550067;495313783;1070859358;563000508;1989970508;340529477;1230202404;3461579184015582;1837252267;10642576;15168902;344932644;267776898;40427625;6314588;1058667278;3537111433087301
228,649019192,138,1369053,forbidden
229,392336778,31,941930,forbidden
230,1596299424,8,1675,535846533;473222648;686150641;3546378947005386;1453409239;3461569191086872;9617619;131918955;1499508692;37090048
231,313580179,98,3384994,forbidden
232,543931452,65,1688362,3816626;81824112;1383283057;562197;38606568;801039;8960728;44092345;2029306;149706980;92337361;383768376;2053226764;286921228;29126359;495535252;386869863;437957199;18364636;2131431;1923246745;427613894;20158239;1978885142;95961527;121386396;414336759;1430774824;88212747;1230677744;232472043;20423027;671000687;692013548;407054668;9411426;686150641;315554376;1954231583;1565155;163637592;145544;928123;19642758;337521240;3682229;408794610;3066511;946974;491461719;48483265;628338530;18202105;546195;686881111;10901294;671655664;10880016;104636272;235555226;476557951;5970160;473222648;7552204;37090048
233,1070980577,13,358584,1453409239;458165375;355851490;493570956;7788379;66391032;495535252;242009106;686150641;37090048;320840078;473222648;12076317
234,371855100,10,305281,forbidden
235,383241659,42,158756,1453409239;383578614;1968595;438173577;1532165;3537106058087156;13100572;495535252;686150641;8993635;8063177;3029090;7788379;9127782;473532576;520819684;486257145;386327632;493570956;605005724;28273002;692586321;692277525;4029133;496035658;6926237;454461988;483301783;433248184;413066708;512853424;37090048;2951308;321173469;646797059;1057929346;387296311;473222648;2069780561;518848870;318838;20080275
236,1850720242,22,226134,forbidden
237,154113956,3000,914153,forbidden
238,6315665,69,58249,28306769;89261078;13191868;37867565;695232630;1528726680;358534380;173320634;2012499453;1277267;522004067;2453581;38694989;1130359943;627389392;631261900;5035383;11989714;391907605;263737298;2100679;42579865;29116177;10252978;382718872;179997399;24732115;49110120;14521845;261145112;13458298;342751;7548302;1591223883;18259315;2102195;121274091;341779526;700998549;398988936;8140186;3348455;222065;3076145;404224360;4129184;113102;150473280;86981183;22157527;755824;5928190;10987595;635607;28821429;15161351;748709;6361619;4162287;546195;15810;419220;356004;23219;43536;423895;433351;375375;891124
239,927587,76,11779752,1453409239;280963331;492840942;63486758;946974;1593690059;63231;297882491;356671518;14055117;431733719;1567748478;25150941;447497727;81824112;437957199;404216060;1473247194;473940554;1822187390;38048878;26633150;205915725;85482739;35359510;1868902080;3353026;38053181;12434430;351899011;12076317;598464467;5294454;458165375;18202105;8981370;284120;20451364;3433092;532741557;27691942;176003;33382000;2374194;1935882;883724;3379951;374692347;423442;20165629;25876945;294081438;387982605;15773384;26366366;10345615;7487399;2306780;1951038;3998398;30643878;10915924;26728556;6675622;88461692;3211302;11684516;486183;319291;883968;122879;4716853;20503549;52363;2686630;777551
240,2565897,291,3708,forbidden
241,1577804,68,8350165,613115943;351899011;271442527;647409444;1871737115;3493289000962756;10897366;676200579;546195;1017081142;2118414892;108569350;392836434;1429723107;17561219;1269265572;37813467;492840942;72384036;235555226;489412051;231896831;275338136;403748305;1713021018;8047632;4408538;326499679;458165375;9617619;2206456;562197;345630501;110448082;103223294;163637592;2403047;17409016;50329118;185546;12807175;22227;777536;75;161419374;389088;177230427;6585913;659965;24295808;2060047;535115;934969;443126;2348951;2091771;351007;424664;1943605;1322259;908383;107376;43536;739077;2419958;3265638;947124;213558
242,34189415,8,2707488,forbidden
243,38568774,907,1811348,forbidden
244,83970403,67,114360,forbidden
245,1343321779,26,2092450,522653994;46470268;99157282;472045590;495535252;479016408;470828290;50316381;1906321425;1838326986;14804670;1311834325;1173719995;439478093;512087006;400230277;396173530;456796037;473222648;37090048;20165629;106086780;433587902;1402209327;456664753;320840078
246,351061545,67,1691,359817973;1453409239;3493281843382952;473222648;177984856;36058112;441897078;66391032;4077056;194484313;578227337;1017081142;384939011;342722155;16671656;1162467441;23383532;686150641;238232980;306936843;32025839;340223423;38026539;414710814;43310262;492840942;50329118;9617619;1669653287;275338136;163637592;495535252;36179539;337521240;518876755;517491339;628264879;364888155;566258416;394305932;517327498;16794231;27534330;3978375;320938;282994;15773384;32660634;281341996;686127;168064909;16853896;450595813;11073;326499679;7788379;321173469;10462362;927587;4578433;390461123;122879;692233;37090048;295711424;546195;63231
247,421912906,31,1491321,1453409239;492840942;495535252;7584632;604266097;178362496;250858633;473222648;9008159;434967398;12076317;9617619;221848257;387783803;412466388;625647470;321173469;35156284;7966;314823429;491461719;184189261;267682298;235555226;382806584;55431669;188666582;37090048;282994;422424246;415073294
248,1160621006,2,590783,686150641;1652330976
249,352735241,442,340570,forbidden
250,10085983,52,208211,forbidden
251,19334905,35,252618,14178846;96613846;473222648;1636034895;1158873507;368212603;569885690;86527867;7912223;25467124;514051666;30594595;21957662;480257101;8203563;5294464;18975655;8725559;341881756;32878287;16950693;472851898;28319835;371260;23461332;289964915;391744288;12522755;9862450;23162725;52285703;25522213;2173411;32321769;28259096
252,270538377,183,224396,forbidden
253,1962211949,33,779604,forbidden
254,296092268,124,2459034,1004246390;3546375144867905;485401838;91254197;1858861103;69112541;405773344;355071645;8157264;1968595;287795639;646730844;2071691173;277827884;322595106;375040863;246503008;16794231;14804670;147546636;7294940;156619610;268999208;300634025;1296462677;38979291;13470007;1628139107;516314798;2200736;1893045;3957971;33824345;3066511;208259;14110780;90361813;423895;40427625;927587;28272979;25910292;3766866;302651406;271338616;304578055;168064909;470156882;508215481;669691546;398692774;73390073;99157282;9841658;306895558;1763330808;4196484;486759751;39839686;517327498;586789337;130636947;16054375;23947287;197098;7212583;3913194;698029620;399815233;562197;471303350;37663924;170948267;119801456;508416316;1241806378;37754047;544336675;207261582;533459953;337312411;261485584;263090405;2206456;1372433;1577804;437744340;280793434;946974;17134369;1773346;86439234;125526;520031712;5374954;5970160;1017081142;546195;168598;11870568
255,348749915,14,49099,forbidden
256,8366990,1085,4534036,forbidden
257,1234098582,46,201790,1453409239;19438347;551000310;33243679;3537110602615272;3537119507122411;3494376500104114;623681400;360980018;320840078;686150641;5141603;1816002727;1356332598;79577853;4731411;34579852;20347998;14804670;13540;3493270084651260;1968783589;8049684;344235202;664086886;14229967;3186399;7754948;77557766;386323845;539418077;107457908;508215481;386869863;23947287;17819768;9617619;19982941;381323177;10119428;473222648;1554348798;300450613;37090048;481826670;403016358
258,349721082,106,2666415,324079973;481655196;514330170;1534642081;1995692931;90882914;522122532;551261975;8960037;284991664;415910307;423726977;507066827;222103174;472795119;86335477;321364597;324473490;36964670;473837611;631287351;328271007;578227337;1498667861;488055582;1131457022;1095482035;37993795;6553194;111538153;670512696;2126249346;495322869;1768130663;478299615;474501945;275930985;2003526579;330683960;324504908;208642827;434967398;318264246;473609836;39997124;483009505;534916998;514210577;45386604;7584632;591164459;404414222;457004358;481701670;37663524;20894298;247771482;350632501;516806091;194591266;26461577;488040099;8047632;9617619;17616721;514582034;491708513;482971779;482666993;452161580;254463269;233659791;474496135;95311081;433587902;391231680;232551795;421207274;231961534;230995653;431750081;391952271;215986465;118740958;385300638;99049590;230904670;416493268;351668029;212982974;385979427;410510661;204649207;378951562;434346657;20165629;407045223;208236592;238190151;210180066
259,2771237,28,174215,forbidden
260,3493089977043464,19,1439323,forbidden
261,41140492,390,237687,forbidden
262,33488229,9,1541213,1453409239;434376696;222103174;686150641;37090048;50329118;17281528;40427625;120187282
263,3334179,29,2472512,forbidden
264,503203844,64,15766,forbidden
265,36466995,18,94527,forbidden
266,19001465,39,1062115,forbidden
267,1917161577,5,67368,686150641;14800002;495535252;8960728;473222648
268,43222001,443,2918385,1032860904;195697431;1223615155;11570486;32648420;96754762;471792828;3493079115893475;161078234;98684196;480878656;272375783;49972957;1990967899;170161993;3127763;35373641;2145022598;454650483;3774805;318223;1762610742;295993972;557041;6751172;3493138628873133;701179700;435345756;413209819;3461576967326521;1462401621;78507973;413703;673816;25151282;474803476;1479620036;531381429;222343880;884798;644647499;1321768591;171850963;39749;8480419;742075;1561515;4363864;31635857;2941854;1473247194;440407880;78024376;2443918;4581201;38097058;305089793;206909146;17467811;1615641697;2075747718;5849993;352326835;282612472;1563385862;1535100;2080561247;312760509;1629347259;287090871;1007043700;268132065;97571018;99827844;337015233;318886391;359077363;371468054;7773004;397739774;899804;53552703;480836729;28266043;434999640;3493095687588757;96482753;179671959;281640;29338392;118748694;233111602;696207202;1934060104;43536;67158540;24505689;438614064;380034113;1346921
269,1009701190,0,41928,forbidden
270,1340190821,17,8182523,forbidden
271,6193241,134,217342,98637411;2678945;570028305;12913627;23714471;390790215;381389914;3461574557698362;538142100;401955729;392315032;339233162;473222648;35757240;535743630;1514320538;527145352;5801926;57347;30725416;11643866;523167405;36231663;320840078;1849477790;674888583;454719565;1917482594;170948267;117389926;489092023;508416316;319977865;686150641;521093151;517327498;440256372;253677491;288606363;138832847;603841071;1493826216;247899927;927587;209729485;1420049712;487560045;13030404;344447169;22723665;173986740;31881;31012715;495535252;37090048;387783803;689784874;16777299;478578327;93629585;447792885;9576932;1354317017;210286780;359454517;67373079;12379882;1607500927;43483517;482478396;9302225;88164800;24490535;11865580;245742750;394067394;489412051;1531707;16678013;17329409;5638271;485783456;14026855;18832981;456664753;327750329;12812809;95304526;19923097;96235539;6813499;6272357;25782796;201434;434378423;223585282;92345772;7974144;11292325;261530767
272,3386870,250,1409864,1594681367;743226;3481012;396024306;700380991;489206287;13260671;1960423063;291857426;692250086;397672;14068111;10350985;344849038;298740400;883877;15277078;452743855;550632161;1257649129;1825231517;1951449537;539853944;431313625;20826656;471303350;203337614;520149726;43219807;273139194;611693868;387485900;326499679;23008074;1908567413;67738074;253350665;13736113;42561463;394444762;9617619;24962230;1140672573;358648389;53456;837470;197098;26541507;29440965;154021609;414336759;28278842;1918296;888465;670779547;231992539;256476105;2061838341;258844831;389245745;1851897;12076317;1850091;235630215;383578614;942755;458165375;692277525;2990100;353224849;32708408;12011436;37781521;642389251;33729931;393170813;194128;1605009;480993785;648113003;49960899;626947750;32708626;1687102;36726929;478275985;32405052;872665;42619059;12300996;16126498;596299260;8365699;14583962;351007;3213221;76938038;27218150;10119428;95290670
273,689955536,20,526822,1871737115;488836173;495535252;351870889;326415902;26284122;4408371;406307582;4365994;28387500;3709586;703007996;672346917;672353429;351609538;672328094;672342685;168598;9617619;1401883001
274,36047134,97,1833161,forbidden
275,14235376,11,82501,250858633;50316381;335850246;495535252;473222648;10119428;37090048;323588182;15773384;20165629;343084292
276,1074545099,73,677200,48648;9617619;6194358;1483138;38598226;643873396;17561885;609505697;888465;471460273;432124734;20810439;1592393471;2319700;34332497;11253297;105505;436127696;287551041;2753836;407241075;64017998;512839;1944821;8040869;15749227;393502912;289647548;4488166;59905809;3714181;1320581;2026434;98913792;6159926;50844167;238767396;63231;402555868;433997411;7817472;375807068;44434084;326499679;80304;23618219;2108856;2403047;1532165;30954515;7223194;3211302;8469526;3127528;28021954;1872522256;23496660;174501086;6094118;13390486;11742550;1314450087;6768352;12344893;11685197;401742377;473222648;37090048;546195;1925311793;866601;927687;2018884
277,523085457,0,1407738,forbidden
278,1195284234,63,2330652,forbidden
279,443285454,66,602164,forbidden
280,73528331,56,1949275,1991694393;1531707;1959716191;22423090;86566982;3493134153550269;1780480185;434378423;369750017;62540916;493570956;1471830599;330325021;270885164;66391032;604003146;23640791;569670486;264740735;3493132586977594;3461577040726221;58852835;410517817;473222648;320840078;686150641;495535252;402002385;67646739;39294133;327974408;637232;95365844;18508332;108677376;43658603;10244049;178700987;26977764;24865396;85686258;382803862;321173469;256682969;21143599;100729896;37090048;8176514;303299425;31653614;30057852;32050054;32076063;8357722;12788607;95642663
281,1765787366,76,2764,78660;29118746;1453409239;286436365;289100376;11207240;1744847576;451618887;29992385;412415770;14068111;1803815708;53557865;1453853636;4895244;686150641;391769584;594534726;355602665;37439823;5110180;188881925;1923246745;158738493;65634630;485593918;153337678;519585366;1229235513;278916508;325315550;1873141867;8739477;50329220;336712465;277827884;279991456;42619059;302651406;487441040;378475477;387013034;27492850;252904062;12709156;30134907;432589906;10006060;156515575;305839618;248833739;67775185;11408797;1760890841;470551761;473222648;8793524;689962183;290103428;513381578;21578976;35353367;291192316;32365949;82692282;321173469;37090048;224554863;1017081142;50329118;76908560;480000209;1327198503;234324480;268536810;431542645
282,496143336,113,119899,forbidden
283,1956251,94,41273,3494368059067204;1605376775;1453409239;275027307;109891;289800612;286700005;43152096;473222648;309246054;247277298;4067803;1700735;252615184;224267770;265601447;21433970;41258407;395352746;281582503;4531766;12150179;6075418;7249111;406299205;631053;435179651;29691286;12755218;45765434;1300479152;528074373;455443393;393707201;70432;1028787550;449167;234045035;1202250704;328597;299467431;286748072;40398156;642655786;490118109;27837;133411;1598174537;563055;442372866;2810464;36634909;3532540;4746559;15479997;11100147;22380313;10350985;345041029;18008739;10901242;100637554;339971781;520116;1724598;25182637;9114234;27430220;8290071;17673736;214414473;2177677;290067449;18124905;97065163;283807313;243212092;323733137;119978;8001243;454646;63240;202142292;29095765;30992;5325689;241826959;1390863;17221410;35853609;27479646;14333871;21726475;8406541
284,2051066128,19,652157,9617619;35940807;2118639075;1820343070;323357649;552238014;182248466;38568774;132569461;513566836;355805301;1104985106;88414994;478281534;299348141;495535252;320840078;473222648;37090048
285,282994,229,3406944,forbidden
286,5687194,150,502115,forbidden
287,94395002,102,1059544,forbidden
288,8784855,275,1454555,forbidden
289,1210621649,11,128449,forbidden
290,6724070,346,911893,254463269;194566043;172447618;22649032;50063223;398326679;86439234;3493082502793916;29191734;109833003;147546636;35389902;18292675;1100229065;351085345;631281003;1752077071;523014358;207702731;458165375;86254673;17090244;24453454;54712725;647193094;1425239276;3493134470220310;174501086;4571785;38217417;367877;1371168754;10693589;3494362025560552;1523680;520149726;1550656130;409647289;17236262;16302815;520174611;23901723;31261235;130636947;297319380;1284100140;298686071;19348133;312098823;630077416;14955439;152389373;272365152;2314623;91647207;170948267;473222648;19907263;272195;40489639;4236937;8248970;2846448;666726801;485323305;416514298;285229826;5686261;554721;13424559;454719565;7815280;1871737115;26313239;123330934;37493793;238624419;423738152;173335353;17583394;1353156303;99827844;280135728;13703031;4350565;1976532950;2058365549;14302322;333616971;436089892;101328188;1901364618;10015794;24425822;475187559;5374954;67175339;254057542;14751040;387099
291,1998025435,132,42972,91647207;3493113377065588;15897890;1345606726;478681267;3494373438261572;95228778;14746869;1131457022;1895340123;1392057658;3494368363153415;353431956;272094077;494207119;7552204;1065253193;163637592;562197;456664753;1827826057;3461562968836669;1993035088;8366990;475440919;430982364;14373586;488945117;2146890207;402356268;2206456;99566843;40178656;517419377;526367883;2009973969;3119279;1752698880;641975239;313580179;1338512957;394928096;28348490;37090048;23516107;360697063;1989531747;2146925112;1719494170;478281534;31283043;473987031;289557739;37892128;495695169;26032219;1245087701;688379639;431020129;483162496;68439967;16754498;386406763;321422126;604137229;28061178;2053293051;70429299;1626917587;1988929420;1285136739;591420100;350198137;630533837;520216801;1544321146;390544389;29252533;2060492544;384205461;296092268;229733301;283036476;1943969702;1907832197;1788597641;515671860;1836322665;204735242;1309959889;490698375;1069664958;371630763;15634833;1056919560;527130226;1694282526;1803287599;401547989;671339001
292,3546380649892472,12,73570,286398266;3546569236286044;1453409239;321422126;173571879;3537118938794684;3537111472933805;1118824247;3537111143680896;3537118651485053;3546380639406851;3493119221828043
293,3493260093819171,24,1482403,forbidden
294,946974,601,7148838,35853609;387460933;12596393;495224316;289213597;7458285;25480023;36267054;480366389;3774805;59905809;559935;286921228;27500557;3461579580377995;19226160;492840942;313580179;647245374;572164928;1780480185;19067234;1725303984;1895195099;679020833;8465957;674734501;259358419;520819684;304578055;259333;440544870;325277452;3493289000962756;317783104;3493092378282449;522950580;545795620;583286444;50693252;1514206231;79577853;10684026;5870268;1192648858;11100920;228311343;392991395;386869863;200336749;3493257596111693;439976736;18286857;206932746;485704862;38606568;423738152;3366976;691415738;3213221;207261582;42870908;436166769;49246269;261485584;517184570;1359172699;1458143131;42561463;39737405;130636947;13967479;85541401;377493562;241679003;333497492;407054668;484956938;3224953;39160258;1500046236;2047521342;1575718735;170801610;519570323;6366965;337312411;39279965;14328316;519253600;404326996;392979;372564313;447317111;2068622664;493953448;3461573651728392;1833524110;674289730;425036110
295,86205301,147,868176,38568774;28793200;1453409239;617285;337294714;10500463;477410873;366915987;2990100;4923748;8758883;2153033;405378715;2109776;4277009;13147328;2643668;306462414;1834713989;16385920;505127993;21168558;4836226;321173469;686150641;605061731;242263602;39107489;3493107305810864;495261041;212630840;927587;495535252;473222648;639923249;451931146;424658638;102541376;327506375;12918980;28822291;487528562;1265767836;15892313;638816489;57347;14588435;4134740;498469705;1651640884;1043995682;411379495;19998760;173986740;357229416;93629585;1224053802;486122776;1448194693;313775897;442175300;78504036;533459953;399531288;1979553044;9303228;246370149;17897098;5084456;314521322;33072499;670400594;605516884;1849477790;89619004;490505561;4447048;570028305;28346875;482201865;30870625;361120817;1925825358;646456240;401518479;507866514;631625483;487418383;259563598;391168697;14804670;24490535;9902897;22021477;72936832;430508390;80991539;391741996;492652513;24919529
296,62954137,182,13382,22871593;1453409239;1463758811;354011310;50063223;3493267270273493;1018841075;2131609593;649831334;15960317;3494356050774267;1464012990;96070394;3493106706024672;627710058;1792088938;19742860;3493293457410112;482547754;1061654112;3461573121149761;386043247;454780088;280793434;1323218982;21951780;3493106288691487;1397337800;33264098;384755346;408794610;472013291;7869429;17819768;2073520259;167202533;407275913;497271449;1350031;88467777;452412746;50329118;400680846;318078497;18070561;397045903;957060;526459921;1745584728;1829278110;342233922;105020600;238165152;1159553946;1446550;64499932;11639506;1068861728;2004117599;506070184;7640847;250610800;94510621;1816354872;330663625;32708506;519878453;1589727142;330415548;7792521;233269239;47699114;235555226;235209204;355390214;618412268;434967398;14465767;77849017;7275647;382931759;9617619;1786322275;470672374;495535252;8757358;57214324;16054375;24269486;1845316544;400804389;525984017;40262014;25503580;17638509;1915085558;283036476;473222648;45323520;305214791
297,701724702,55,570,330252762;18323304;520880243;512918071;17836925;481975887;19335801;8434033;83765397;406767308;3461567479810623;1453409239;4290614;702368992;385575658;270328284;1729159015;473222648;388129036;73415842;661438392;413276548;20157165;453426874;1346089431;3493257755494932;72600844;346420470;290548469;2112878914;270885164;98753313;517327498;1131457022;2000819931;15773384;441897078;456664753;1881965179;9617619;1476232788;483237351;3493264741108129;37090048;2035556081;492334847;309134148;515330586;34279833;189467457;10065539;356805566;414702734;259906339;500730982;431602540;80079264;1493110167;103509215
298,3546572166006806,37,4548,351899011;1791417495;239020;32820037;582046218;322595106;404145981;2142762;3493119632870068;13470007;1719469;625863669;106017013;1949623008;31700507;51628309;38979291;20682845;730732;3493269266762688;927587;519872016;23947287;472753524;1676940341;15782465;302651406;325315550;268999208;156619610;43695117;473222648;628056833;108532523;178778949;50329118;235630215
299,23393364,35,456921,forbidden
300,41637666,1,1403453,386186788
301,250508441,69,395447,12076317;524662256;13407784;520816683;3957971;5870268;215483256;1472562380;627629503;351899011;2026561407;515019371;194087395;286980475;408172432;514151747;432158620;492777646;630280232;449087109;179030020;222743039;315819794;628945193;544417109;404989985;407045223;430363597;545433105;535031202;405724215;542973072;96089899;213368964;486453883;231896831;626369036;420231720;601620361;631208134;482768166;351870889;420461147;375694493;516280475;539672751;632404623;434621768;68404965;401755319;484109809;543382164;522570454;523685397;235555226;369155921;517327498;206810747;50233288;37090048;510146862;520171537;514237143;420831218;483104470;481393564;108766164;395799769;250475408
302,1328364666,11,69464,474410772;473222648;28358753;1086694209;37090048;1772592840;479638189;522657750;1591685315;702014294;48033476
