key_id,mid,following_id
961,652137183,forbidden
962,365212208,forbidden
963,112037663,forbidden
964,437600648,1206454513;518120635;649831334;37090048;325052347;22063100;17409016
965,340381722,342694616;477782158;3493133453101082;4256749;1273997;1499803;1689500;88461692;35894872;317042327;130991749;25480023;1725303984;407275913;37781521;316627722;3493141443250876;14412638;507303431;8096990;2067396468;286921228;423925535;67482199;27899754;5760446;492840942;269106249;50063223;381302697;35615481;476834266;2006933593;1340190821;1135476125;1192648858;473222648;219296;18513184;55123;43976732;79666;446496823;14491632;271617590;1199158766;35723238;371846699;3493093730945906;7005026;1624439811;11632604;482469389;5935185;12566101;291593914;250989068;11646119;31898841;34307983;18706318;389712930;25078231;593985143;31880257;431039926;57900590;21210249;478691043;406636263;8993755;22863497;28568497;335321598;2030180204;376686208;43219807;21837784;364444803;487854917;314118821;26108626;4961228;4134324;23079060;7549097;151482404;399111648;25987061;10119428;408672114;41385365;481415736;367877;407054668;1869712375;549117578;7212583;508984798;250610800
966,28407526,35095918;4571785;1155574439;234579272;53166650;35373641;454958604;3494366026926559;3461565017754459;6261115;474057006;401753297;383526308;1023702225;3493260093819171;1024129080;210804527;352637817;424740844;490505561;1244735001;94960214;669295788;690886435;3461578886220014;370118971;1969220903;243842734;20397515;340529477;297815455;175870152;3213221;38647917;2002977007;26112065;111082383;1359615405;13677047;8465957;109306681;420446296;3493105483385126;552024939;696648800;1505548387;23791195;25073738;157761;8730238;94281836;3948019;1954231583;11997177;98573631;95722247;12876552;1528226970;23273746;327092186;1131457022;23101384;27253173;10724097;344918180;285571498;1476303;17065975;1553205007;9004514;11938581;391573410;253350665;201407244;533459953;27630407;396024306;9234366;1853204;329229947;35798565;93722371;26846937;547072854;86350514;319731835;105532522;410596389;669561187;10558098;562197;398510;1629347259;423738152;454719565;49246269;30625977;328283453;263977;3729417
967,13017755,1427270267;10597070;1468448;14562824;458165375;1304893235;199676483;132598991;8216507;3461567943281085;79362049;1780480185;107275774;40091828;5863522;3461581346179773;41229603;383200322;521797036;412656145;102541434;473152240;209299394;6758796;473222648;385999267;32399332;357671543;646431757;672359001;105238499;63486758;3493106049616206;73759935;117569140;14780349;9617619;480580006;9224562;83891047;2051371208;521591400;1852801426;409834298;424548;593563765;395086625;13309470;4507335;251001150;456485617;271954094;402574397;376502;1856372803;381924108;23828043;1112051817;1675285;1316449181;1961628508;1178263006;37013904;314521322;500472014;65110052;33019823;330849669;6500411;838792;49246269;10345615;21479108;11257127;20124118;172252470;326499679;412728163;237265841;480707564;97028547;38053181;205503893;515309523;87573024;11253297;11831401;46708782;204831965;86674488;620260097;746786;642389251;630320407;15547141;4834677;87186183;396813654;673816;631186842
968,700823597,651028380;9046228;1453409239;9617619;37214878;1895195099;1401096910;276875430;1195284234;17466521;18935117;1177893348;373869447;3461581801261816;1135476125;27756469;14804670;56304113;37090048;8960728
969,96012146,1575476;265720095;396967836;96925459;30079180;492840942;331460282;518566904;352091301;1642297;351978136;350622305;241729764;88895225;30660267;482559656;326251291;95080790;3078223;517694777;367877;26108626;432044872;517250046;12033172;479893558;339233162;234573329;1087482281;612492134;330415548;19989790;24682357;35788479;66773856;10330740;507521207;84830087;394067394;316382723;277329684;477446031;110049332;20165629;99748932;39736779;57855066;596493;391674646;280793434;27439528;11336264;37090048;321173469;122879;295711424
970,1889049289,1906321425;473837611;308159032;686150641;1472362579;302197524;1311120035;3493076790151357;406472610;487402274;1885250814;692364976;642892779;668794433;441340997;369066987;2045047052;688910590;5191778;449778825;696608344;4029133;320840078;32708362;414350632;1528617278;320698478;38816919;10020889;410226356;1354255378;1773094;5626845;1229351503;39381843;385147;495535252;473222648;159122;39422678;346346217;476933739;37090048;2079391313;39915398;5124649
971,1508322881,618332784;16766768;906053;627745570;100655332;686150641;1693573064;485425108;7487399;475058165;103261012;492840942;576828020;289359020;3493132811373033;231896831;522657750;1371602953;346606022;288441752;326783347;4225816;435203110;31696186;302640902;163109734;1851351631;2119634008;85226724;19352276;598374603;495535252;1832525404;479638189;1978302946;1126271783;28473580;1281538363;301134363;58977985;388947139;644515;1713711752;649869035;281869257;392800585;266954382;271894378;22748181;415935353;384211883;112037663;473222648;70613284;37090048
972,510167241,forbidden
973,643873396,forbidden
974,482127350,10549489;163453446;1497129576;3461562285165429;352573479;225395073;350700767;65403634;16583644;108094523;2072709250;11766439;2029836134;6014992;95397360;40422974;1313636238;2115053537;438930731;380803256;13542942;37668730;1043288987;544690534;3493075812878575;486919134;442514260;3494365192260296;2123128537;1900458204;441195801;1725572650;472863811;270720788;174961425;439667528;1546723316;327514454;1492096630;240708851;19977314;405494338;45024129;205910929;2691287;3493295837677744;1873565194;179288789;3493297043540948;34185809;1593292989;475817516;13148307;22089071;8415835;1861343809;3493113697929259;512083636;297264294;38125899;344247501;27752690;1565323368;164715833;497599261;480588380;3494361755028404;1022439764;678213271;645747563;25353847;3546387633408553;223902;678403823;247949798;491957836;1893045;3493266620156029;3546393236998283;3546374274549765;24071691;3493111258942012;650952084;1558516515;1105564110;348406833;505969301;640811;3494372475668998;11254664;2812899;502312264;1305264742;1613793590;3461565936306987;3546383690762830;383658714;1846385890;14616731;3537122256488997
975,3461576224934868,544269364;8776517;432806020;1846960736;41605114;3493265718381077;1223542441;29245757;1962724027;3461573374904813;487215770;3494367532681623;488380754;1834228974;16959416;2131342978;284910929;171309762;3493278861233064;1610203585;3494371380956132;413096395;321113298;626185922;3493106510989717;3494354563893348;428011439;412366068;55972937;321211895;3493104745187714;9124184;1121974436;3493115069467067;455574281;141527671;379764885;416567251;238983032;1716997748;87652178;522848858;384078520;1297445915;3546572702878542;1839769642;439989449;90217201;1752597328;425571286;3537122518632731;494458894;17293251;57962522;1814702250;1869121981;474335997;32811841;14714137;1325025436;1298240502;1001064717;3546385454467742;517507881;490626538;1143639348;510059113;3546568797980854;2143320587;477733731;417037525;523678165;261781199;1609078694;499500497;1586430897;2130455784;2518309;452216839;478822905;259937263;3537125230250238;10307037;1495065693;1644039231;1847507838;1686639860;389400079;37283242;402307421;610755447;1117147541;1366993986;116189494;3493268790708969;694007308;1059941040;1295731875;177588036;1904230052
976,56633420,441181730;282370794;520538207;3493135728511032;3493273287002756;3537120815745590;1096022809;366761116;474803476;1343997866;2024417215;65179003;330908102;53641808;1624272938;1678079827;442127980;1397357295;397705066;489273552;21977747;400413571;6837223;354149646;1911653216;625621736;2101641949;479026779;1070108545;578067354;493021404;1090212068;3546393247484060;482490468;3546556653374246;3546382466025819;376210088;3546375228754686;1980594194;3493291874060720;1525232371;492551556;3493258116204666;316274045;3494363218839823;1422814776;696351317;3546383520893645;328500074;625998517;3493133608291248;286109080;3494353500637508;3537111093348927;3546389476804695;3546383690762830;646837093;3493299239258786;1776096835;434975382;407263946;3493131114777111;3537116132804634;2127624314;1195775991;1711342368;295347600;1501989389;1205848840;1981447987;8076576;20941828;3546565075536805;3461571667822804;398860395;2054774658;616571450;1696155025;317140252;1497269009;3493086837606466;3494354123491660;3493093387012894;515173210;3546565677418828;346053572;611174781;3494353647438091;201307696;2059245803;396491278;1240211658;3546389806058130;3546560010914726;389695896;474988341;13837908;1525611339;1614144876;3493092336339240
977,1178656210,1670053015;1198731607;429614880;3546393134237864;433381124;481587720;1524554405;3537106297162014;334939754;350975070;2989080;476015789;3546563800468093;34750084;1062068123;3546563882257047;3493273641420827;662611760;2045596582;3546569794128019;3537116162165383;1788394810;3493120121505892;396622094;416624978;1380697881;290573666;1534192576;2062027430;305003672;120245588;1019455982;414700515;60442934;3494377234107246;255306134;1516789418;3546380431788500;1795990584;49082570;158667511;626471891;487817556;893682;9824645;50395041;25341279;619797728;3546560413567197;51359833;651301881;3493115262404674;697737710;3493263027735379;1233683854;3493272374741142;40194601;3494353800530334;2049048216;110303523;3493141967538232;3493270390835447;399690647;3537120614419011;660181285;561195435;3537125146364456;529092578;1930808785;24285551;518742534;1941775822;3546393197152862;3493129986509771;3493132031232583;3493132243045049;3537125576280512;404200804;383883840;526713903;419503636;485359169;1599712621;417114038;255235403;3546563850799878;649334513;168562709;1176027516;431959536;1768081405;3493274973113316;562340159;3493116740897444;19607189;1385971851;3493267710675429;572599565;1382639806;2079933284
978,3493124879944470,3546560614893897;3546557192341783;690808042;3546380322736570;690748574;3493095041665449;365661713;1564170717;382151492;3546379725048412;86197272;252272044;3546373213391512;1052716930;645975660;1861083471;1146280645;1749725607;3493138746312729;3546560870746158;90299810;1290549166;1825405054;446172076;1042594881;3537118494198401;483947007;265813353;487604460;270494247;2124811415;7514413;6768352;35654800;169943087;2505015;34671026;9649786;275504159;1926578528;1952937760;3494355258051137;96390216;3537113597347880;360861964;2442186;193795266;3493135741094179;3494359928408528;53379747;3494349197281808;622995760;178077544;3461568176065444;1052923782;314824869;2042505788;3546386224122733;420490868;420400406;1756887232;297710469;3493276797634868;3546384166816364;90620032;389322927;332115804;3493140184959872;702727656;39641953;1688162485;646575394;449654106;3461578550676412;1708778152;394659616;479820935;437699505;1422814776;457871303;15092277;3493095471581914;27462490;1665861776;2052287997;391028220;2051972445;52936157;3493131962026832;1726465269;1855818711;1130651495;3493079908617178;1155908536;3493082540542039;3546373641210609;28315846;3537109136706162;1780594975;3493082085460165
979,2048266905,1614789471;1309952946;1683441950;1615220170;68110379;698433976;3493127685933588;3546565822122278;97523965;601300995;290694153;3493297611868386;1559690997;1609832608;593660879;515135795;1857280691;37279130;3493106412423195;3546375792887900;690158153;1590608299;3493104661302195;1853409493;3494356694599688;3493140998654536;1285976845;518458686;3546378330441747;453418021;524936845;1422958791;3493261324847585;3537110241905595;3494356031900481;346626212;3494377741617206;1737577128;3537111500196615;3494377695480733;3494377716451883;1726467895;3493259873618649;435042269;1394969572;3493270151760797;2035925838;3537117577743118;3493269782661884;3537122730445353;3494377622079559;1439658808;630626342;1763290534;1283871407;515920958;3537110101396015;3493279054170395;3493293264472725;1440662169;431369222;3493280098552311;3493133205637145;301675383;3493270128692019;3494378309945867;1945260657;1687393633;346661549;1227991856;675101034;1412358609;3493113593072148;481954879;1374504797;1561141326;646880195;3493130559031881;3494377645148204;3493131540498636;521523263;523224668;89854716;1348672474;3493081405982942;602728734;510139412;3494377341061254;3494366297458789;310152440;3494376055507322;1616173613;410078889;324168501;602916297;3494368046484301;511782952;3494372716841866;3493132064786468;3493134619118174
980,1611419738,490426184;2109084213;456534006;662059931;555870593;1491136149;557870036;1286568242;487511093;431829739;696900178;40645798;1055853565;1643163765;3493094890670607;1855026058;1525349618;48023956;3493088871844131;472358220;227718591;693859095;698358425;175333301;352966274;1035231511;194655021;18461496;4525193;338319029;1754895577;272923348;474179518;1947809371;335598058;353604327;350280386;1975820781;66805615;32686420;13090765;702062716;402759669;1440793691;3494373826234810;627479509;29423826;434463568;238302991;1995026815;1924214027;329275255;3546569756379203;57749808;40555083;1098992823;3976910;3493127331515344;1752456586;3493075382962370;488176150;1270286843;74626164;367037893;49531148;474116948;1320866595;1400034835;388965313;3625254;363592752;1900913405;691819402;10779865;1180465888;3493145551571175;2020954698;3546565079730984;597811156;485515190;1900409140;637919933;3493275845528225;2083517351;3546564882597922;425488625;1675569568;1172052998;2105093664;3494371139783472;410084969;355580340;3494373492787333;289028772;346273996;3546393216027143;1254623623;2091783245;475751289;692623535
981,3493132178033522,forbidden
982,1345494096,24651424;458238973;702863741;481623295;559186307;647846480;3537116585789774;457633964;651290667;609314775;3493093739334625;31024880;3461562077547431;66974269;2060545385;3546373114824986;87190721;35673241;329094356;470572859;503709163;508757266;1279210475;3494361738250640;1344481982;41483809;3546381723633683;333924423;480302387;3494351290239604;3493291532225023;500442237;616677542;1701611894;1496149153;3537123277801478;3494372270148258;669238591;382697124;3546384164719514;308853197;2008776579;3494367266343349;10020476;52518403;511798851;627148170;3546382298253695;95306492;222852851;44967528;602599586;3494366012246097;3494372259661942;3537115608516812;437823230;3537111068183222;1526188349;3546384294742213;2097459603;602667295;674759386;3494353509026635;101530693;626839448;545987002;397863129;1678577625;480816819;588554491;439661398;269540395;1244392893;674015271;1786585423;470008630;690656851;397670466;1930017199;284700508;383823790;11083481;1400471225;472681030;37062284;476106483;399101496;495695169;267355040;1302614305;87470611;1783726850;1889089758;3493274559973789;5589539;2056064065;1858949289;358089429;518371718;218504027
983,3546383053228649,3493130600974376;3546565901814040;3494358095497909;621743739;479339799;3537112087399205;3546561680247211;662603678;1702803577;388217140;1258232988;484559815;3493274002130977;3493273997937214;509789364;1743179037;3493123086878879;129860965;3493132264016857;3493132226267694;3493085797419901;3493133358729502;1578593270;3493136523332103;1130892742;1782256869;287363924;3546555598506176;3493138477877556;3493138979097453;1858254496;3493132045912332;1844648804;3493132297571026;3494355455183634;1559784589;687601700;3493136017918184;1851354200;3493292159273465;345924299;3546392599464441;1033055163;244718094;1395302176;3493121442712385;663784040;1946531181;3493130145892808;211625732;1652949854;3537124827597457;3546391433448015;3493132027038562;1709879836;3546379905402993;898832;508794968;3493086942464596;514274354;700844286;436772494;483524787;3546373186128116;699058506;3546389053180548;3546388776356243;3546389040597446;3546388539378432;298813;389919801;1606705888;3537124951329067;1938185623;3493136800156419;3493132058495687;3493136630286470;1241269707;3546383722220369;353395002;3546387601950724;3546387429984499;388949596;406472218;3493104206220133;517228810;1502784865;3546387148965999;1880514340;271586451;1298165611;41076166;498824401;14637816;3493113593072148;57460850;1175739180;3493118743677581;3494372528097557;2087082076
984,3493129996994735,3493084232944597;3493132207392967;238496319;3546393933252664;3493090354530536;3493088536299523;1156606098;3546572184881314;175430521;521142518;510324128;179397745;1164721542;2015953904;517392541;3546563467020311;3546393171987064;383504386;1719748065;525168025;3493130007480935;3493288887716545;27415273;1885240607;2024385644;3493119148427421;375963808;3546565132159359;90103813;3546380471634239;256340394;1610803448;413652110;319542444;700274555;437459583;13541704;1464560675;2126757254;1758961669;687035264;53106359;164478923;1309209622;409590668;3546556806466059;1357519160;1521824338;3493111103752275;3537118500489363;2086006535;3494364206598841;485248011;3461566164896058;491788334;1529229089;3546381490850025;290266209;447407100;492261998;3493132335319470;1476985560;3493107442124980;252487839;313756023;1198209066;1790237219;1829510399;392797849;517501238;629454662;3546384636578399;3493279465212780;3546562686880093;3546572285544830;3546575492090154;526294418;3493132201102205;390310026;265626342;452286235;475977118;1522320123;470651612;300649129;532963420;1797560814;1819331789;3493092172761961;3493111701440873;199394061;630406576;3494373339696051;3546393796938576;11437596;43503024;635802028;3494356933675967;645550107;14618508
985,3493087714216147,forbidden
986,3493132018649387,433242385;1281973572;276493190;397856015;1969047800;3493132060592140;3494359422995128;697922270;3493108161448714;399916769;1672776520;411090200;3493085835168449;331485144;591897490;3537113955961425;472117366;49840581;375963808;537789574;646577232;76403641;1623729562;672032169;1074705094;471871073;19282300;293932222;30204907;399417598;3546560335972918;280716509;3537121958692885;3493135820786506;398044282;331202337;353475641;1758978077;373974803;1478719721;329660142;2073954;476480658;1184269890;628067806;484054754;1772616974;3461562109004202;402494257;1300738435;521510925;1133127873;2002869223;3493138985388944;3493138060544614;1305587113;1442657141;3537112120953061;498510565;1266046263;3493087267523518;1809216147;67634402;3493075974359641;3546380937202559;396822543;3493136995191527;384171619;1563636099;1210997256;388178341;160118773;3461566758390187;3546556202485920;3493132045912584;1199557429;1840862413;291161380;1234120360;212950999;1147249563;1430510451;3493138467391512;3493136986802990;1266719730;2044674072;3493129843903292;518311371;577822226;12627237;3493265204578611;424043682;1628641070;514186724;11105938;1737504770;1618655586;478770197;433469976;3493271691070422
987,1978102260,366036162;1448545569;149429770;602915595;7863828;526840537;407776466;3494360509319305;529743145;335892227;3493138031184546;3493268918635083;8343547;3493142493924047;512564145;2146200164;13996304;586944154;370825640;679682948;495156617;1526345962;472622773;1352777348;389806419;433273045;4372776;389872773;1770673642;1669836248;286690797;8954707;86183;689762759;1791494171;3493113777621894;1955189390;1453783018;43590795;52676402;24037380;605912238;40572107;1233991446;221761139;1191746172;474357682;1389255366;495500506;344030708;3494370800044521;3494377903098301;501260055;14251105;95526833;3493286759106715;1049647489;16541149;262963979;315228938;1733817947;34459275;626338567;1817714750;20510860;8496031;470182461;3493131049765025;4465699;573741435;327083061;3494376019855993;4071266;28766864;3493285727308076;3493105464511282;3493295940438254;366873445;22843778;406551720;173746834;1076668032;1694593462;50799;412808511;3494379402562112;12857165;434397361;701244223;40975979;3537116116028236;29737576;501874807;631554287;1779102712;34805067;21955849;23764829;25192258;484329584
988,3493145356536017,548088188;36909511;490477681;3546382088538459;1977709964;396851519;1644590462;404626388;3493107213535547;441458546;433655427;487042898;3493138219927577;3461581044189858;322289593;3537120627001817;485462090;443306280;479503119;1577293990;3461566808721725;3546392012261649;1597912110;3546376977779087;396860076;3493092896278825;1958017946;3461582820477625;1513289787;327552140;494909804;174949313;435769810;1991677354;3537111758146307;346650117;143905249;417340789;439552404;515329469;472848592;595274177;3494367377492326;3494351875344855;396046090;3493280895469733;517951843;443201056;1071669457;1801132166;1648860414;103013953;393877467;1417875513;1362411916;3461582398949921;697021612;70703840;3546388096879489;25863051;3537124487858703;686333389;1792710686;39627524;473177849;596071605;1500659971;30390200;28162225;3493085159885587;22153320;442130677;1852598569;107508625;1776636069;476987922;1044393410;107084;1041673931;3494380656659314;3493135422327353;3493107588926238;3493278383081993;674590646;703083989;3461569537116297;1644039231;3461579257415986;600861835;629314036;1912079853;21303704;374360728;3493138182179050;1285044261;1884324885;698040155;1664790081;660538625;3494357430700967
989,3493113156864270,forbidden
990,3493086934075443,28664408;6353313;1472374760;503516742;423442263;3546566268815542;1562235371;3493281350551960;264955823;243792187;520126956;33125461;15372018;3493123258846178;3546375581075852;3546389701200288;94908679;492334847;423442;419571818;591335913;236204332;65246784;1562750317;6219647;261226800;1638044059;404449409;13736113;170034898;1802670;1149743404;361371786;13544375;51901312;695747065;501802272;16583525;1801258998;479550825;14934648;520307996;24525809;446257319;494116778;701019831;107286428;1294973752;383690952;3461579769120840;6249909;296092268;3537122241808640;521668897;619900602;612194373;67503693;3537120023022548;1878443822;386174433;43738538;3461564558477907;552405415;3493283388983965;691830785;255113131;74529609;358807;388425967;3546377831320169;452543325;1033016746;3493095171688947;49246269;252755260;447245998;24716911;25949950;5042384;3546386905696367;120879278;517729032;1463519331;447662586;301913491;1208958832;1792234520;514548671;2125207432;1436944;4995329;3537121778338003;2601367;400538086;538902420;243566998;32900238;38582433;611214594;39694771
991,3493132203199263,342023355;1702122863;318454627;345955204;600818295;3537115587545569;1369500;3537110426454527;553798659;381409654;3494352680651169;252508879;3537122243906184;1879497546;491385111;438193130;507346420;3546380729584128;3493133220317453;549315983;72296651;505553400;1557209446;318166384;3493120926812234;284428659;1237253809;3494377911486566;1388607837;282688608;3546556512864411;1885898603;3493273997937214;1772286200;3546568907032780;3493081724750292;1369926840;1565372508;2141892787;3493286551489225;479865355;1373281001;640496728;1360092735;1732430102;1591405753;1734198325;1383062492;676535251;1595719909;2047651190;1713085232;1559634914;591991195;1946826381;1616828749;1173119930;3493095700171638;475944984;405591839;2097887424;698839069;548186962;702942691;678738726;103287209;1043272124;3461564153727869;3546560864455341;503719812;1923123374;526379150;1108890950;1102164913;493460304;3493257266858175;649982714;3494370963622508;2145006981;2096244998;3493143345367642;698410763;3493291148446600;1782907866;3546382044497949;3493132133992651;12106044;6718714;3493143737534910;3546559352408752;1764498580;441411255;616895076;1707432707;346687949;647630558;1567148556;1761423519;343954043;285239516
992,2079045999,623616322;474269358;25868895;1242447720;590490400;3493104833268674;1106130688;39095423;1293718035;37090048;343086372;526978957;626583326;394703780;14546601;5879136;689412549;1908390219;358232446;37923234;1145543787;393222632;394067394;3546391823517701;3546568804272781;3546556422687240;325385796;391257354;625048159;627744686;2134229453;1249671114;1436991577;520097839;1648605227;3546560908495184;1156910727;211700578;11269382;1821139;523554877;1875249797;1958134967;195381505;14920331;1477022915;442796143;3537118806674028;15810618;454061808;1844667524;412537695;1702556319;510152249;3494360008100064;3493283357526159;3537120364858296;1817243087;536359380;318476247;198676683;443344782;87470611;20706631;473749310;263816030;242640909;397490386;508965425;4504677;1386958219;6584816;1305634268;1400034835;2035500473;470629446;443939934;59412358;27199932;2883718;156824816;38048878;648113003;3494369199917766;3494361583061716;763231;3546379978803891;506102374;472499396;16635587;1310614136;562324711;407708994;345711848;494685427;504987670;457027794;1247938901;299838380;48040948
993,2042719127,26052634;432804153;319285749;3546374834489937;1181135897;3494367515904364;498172631;941422;395375056;18523100;3546562942732690;1911652447;3493290884204768;416573987;470497088;498261546;79027934;3546570693807012;17715586;505443919;3546566365285266;486369423;1248820463;3494371045410843;1368041739;22550678;336026736;3493144700127700;626190187;3546382111607415;3493137899063557;1859414930;698394219;1028481875;410061949;3493077748550262;501493255;295993972;12728768;1156745681;3537124745808716;284194350;2090839145;3494377716451883;4649810;3494367889197498;3493260093819171;302299393;2014097636;516720978;1302251500;512103258;348498314;3493137376872593;611214594;3546391834003795;89225459;3493115352582215;1647336186;511189485;78634085;3493262790757127;1377212676;1410424517;2032756431;576118372;434378423;3546393614485906;387719611;59104825;152419200;343084292;1179097515;3546389256604599;1138978752;279616231;1809428598;3493094899059597;496322551;438875927;490719843;474122692;625646056;1353579068;1951590680;3546377411889444;628288620;457281653;32626337;3494360001808979;3493138970707999;40936534;3493083549272716;626297657;94372784;524805044;1857280691;480243548;1651244296;2032767238
994,3461572817062568,1922513266;374318278;3537116162165383;517507881;3494369342524026;1066259166;3493128214415861;259516251;401746614;1540280740;406844101;493408382;3494357688650707;75561755;3493283388983965;2047955860;869675;1266715556;3537113691719691;522166994;592240285;606445297;43185796;1505342430;1866433218;427017809;67505777;33987782;1059015338;39112946;449761508;505852525;3493261001886406;491077674;3493118626236773;434092016;34212648;89076088;1760285593;3546374322784869;3493118083074780;1431778041;1745099750;1140360041;1097068159;507628359;1897539782;1777131990;485477335;688387059;1103189102;579796153;314170284;3494353643243810;590480732;1206915239;399352066;1548972631;3537124926163778;1004066182;358807;501493255;3493289302952895;3493088462899438;2032206291;5042384;687288473;1354528362;675695113;631209140;23405089;516909264;432741802;3546382138870235;1946720965;649661652;485745326;522134100;3493144901454255;3493297483941913;327249473;3461567328815642;1677906107;352902559;177826373;500383206;336571870;3537112502634543;1210265919;1229137428;1045282556;395884237;1586492732;476148639;1966001242;44106618;11684621;526890129;546454788;521753088
995,1143219626,3493265120692366;1341725043;1873950921;3461578582133365;3493282885666951;338316625;1446640983;1449915184;1462014011;3461563950304121;1780894846;1799940093;2096515798;620086791;1482494232;2134791295;1076616404;1393652269;1486493902;3494357667679033;5845259;355118691;474013975;3461570707327147;3493144555424012;3493285899275125;1505576883;452365201;1255330018;245023357;544332732;592290493;1362062481;1979799786;631524485;2022199770;3493136630286414;395878389;588811536;3493274918586484;513665336;1285651498;1324111592;3493093603019563;550721266;1774988907;3494354207377941;389292276;3493080137206456;230370193;289922361;399076066;266792235;645225838;1185837635;394138800;694056580;1218591795;1281004654;2108363174;3494360966498439;1810975360;2045969023;3493136523332103;702003608;1013556919;3461575073597606;3461581075646570;3493133771868624;325389197;3493120213780946;3493131660036565;3493135646722381;3493289791588847;541718217;3493132205296202;533193695;3493132079467280;3493076999866474;3493108434078556;3493129984412073;3494360146512619;1188083693;3493135824980716;3493137733388984;3493132188518621;3493132243044510;1730282781;1792787813;3493112513038953;3493294585677882;1525884752;1645834739;3493134619117595;3493274719357868;3493130106046965;3493129839708558;3493132199004356;3493132352096798;1015393959
996,2102538594,686534116;97760729;482324117;1440857961;3461574767413503;1510868143;392197616;25970404;386447102;397777261;501406606;3493116027865134;3546382772210398;430396455;2118597667;3493294967360039;525172676;480592239;194320936;1209584504;3493273242962499;484230976;2039520006;472889705;89143389;24634833;3546382189201880;670455198;3493118743677581;3494362707134804;367304442;3537116111833119;508626415;549320273;1903669399;6577935;1980593941;365181172;3546382304545490;502962923;549627051;7895693;1822697111;3494361104910360;3546381941738166;3493125093853282;3493129971829324;3493132322736493;269440725;448553782;1204613644;604880362;280986068;522964763;121479824;3546381662816283;22306906;3461577980250420;286219878;285948360;350700323;3493129854389165;110688289;488074983;327944010;500052877;1590379686;1292325755;1623355227;3493275656784805;40625526;397670945;294887078;430044562;3494358586230909;3493136751921864;384987946;381409654;477510204;1505583204;1563456084;519725073;307380260;3493270011250936;7700171;560083346;3461566273948232;519860622;322723924;237604686;24061224;3493296166930799;87111108;404329088;519258258;257388;651249073;1833794442;3537115587545569;3537114849347828
997,688487119,111578972;1279569519;313024005;13294231;3546380605852330;1659651634;3537110871050804;356399722;2573119;24602967;14370291;38808529;291272451;1922131329;501205147;269415122;1111603818;2010872054;193262326;1185820173;396592639;522557713;39627524;14333871;1016523517;42870908;274310388;384727133;266765166;266302790;1717609153;3494357378271688;393432006;3537121725909432;3494357883685170;3493093693196944;1150791631;515141824;520992256;1675844943;1879285630;399835677;397168660;3493116625553576;3546382747043911;1802636493;872507;215327667;100785033;1664290830;1619462578;1123353719;3493292033444338;545965197;521249172;75890331;39179263;44222886;27420735;180277591;1938190;456186523;426947560;1828013600;1653918;1408106571;103445247;481291329;3493298404592456;3493109610580914;3493089977043464;1383505641;486911027;585238746;598715124;690701873;243678427;383279119;447373873;28759759;604710494;356342143;3461575566428399;13817466;3537114417334591;407045223;670985121;447494675;1617991180;3537124403972575;3493106661985112;47211764;66698693;1857280691;3493087164763084;3494379641637622;3493278878009674;511110116;2129478102;668067598
998,3493132329028177,3546379368532918;1621170519;490095066;1245021375;32449593;620691905;205065845;628067806;3546389107706672;298372789;3546377208466135;3537106779507444;365248720;701860448;290804004;1476988025;697354304;1386479806;491442996;1079004766;1085143348;16097509;404159498;382424850;1499085895;1505583204;3546387436276274;3493132245141509;387885891;1828150694;668574184;3546378470951458;21746502;3546383334246900;338324937;643251845;424084689;1730178778;176586099;3494379887004301;90694324;1973789462;3494374642027364;1567441952;1466541218;2578254;223152203;572774436;277486159;349259997;500338715;3537107488344390;667906544;3494362912656080;1026373327;3493263608646137;499890931;1364950355;1446290321;3493092590094638;1698983065;3546387148965999;1598149661;3546374947735734;355133376;43964944;628560780;3537121650412500;521175085;482136680;3461581186795899;3493290194241810;410711927;2097445716;1188195699;2093812929;3493095326878170;471823461;3494367964694866;36996591;504699175;447215685;3493291528030367;1769142348;2021305804;1144896438;90131391;3494364212890238;238669392;1622270533;1219269196;2103462445;3493268700530808;1428042150;389913008;496528763;2043926580;1441042420;1488597290;1539090945
999,3493136686909910,196801601;703171079;627479509;20196513;26403323;3493134942079966;1627387466;327600182;20520354;515614789;383133309;480371070;269115278;454275150;438538373;173516096;1494245992;328609223;38814807;3493089282885922;86041967;152922093;111089650;1483274303;389272958;478351069;275700519;3546559279008300;3546572652546949;251326244;592237126;1022092544;2031248367;385743405;1666908613;3493095467387784;32796092;576484370;3546388216416824;3537104749464053;5646546;412719797;393469799;173932159;3493278135618068;301777973;519000454;442259743;440152227;7883267;697752158;486105374;3546565065050554;359425676;509278225;1676021674;107762251;3546558031203040;3537120689915989;1160394818;1854023651;396436135;3546571962583851;3546571966778047;3537123319744983;1819113571;482818690;1443468381;3546561464240350;1441446973;71372876;1070108545;547336966;3461568589203799;6982930;436839123;3494371129297152;1532756886;20713882;470769843;477410873;1880049807;509173647;1804325693;693251835;1747767431;1481766352;19740072;450468834;3546382673643925;1138182969;3493260710381725;2077377404;1503845827;3493118250847044;3546568607140528;413380361;3546392928717637;3494367419435664;667391253
