key_id,mid,following_id
82,435203110,1665228366;520819684;262453663;65125803;392306574;7487399;439064571;31696186;9617619;1508322881;473222648;481949428;337294714;1037287377;1885250814;520031712;9237604;2044333698;476374213;472599499;256468152;1745584728;86439234;501958820;4408538;471218890;117393702;212410423;66713100;1286571388;1990429;1575718735;64137054;1025662772;1091065001;39020601;2026561407;1955151023;25876945;291324611;39180492;686263388;363394438;1651653587;514132752;321173469;526479054;156592791;628877194;946974;252896168;25150941;1682136093;36300647;19309311;667277633;1646779344;356879373;142784354;49576477;26384613;22587806;15333358;398917676;295276634;1907114799;33059473;522657750;32708316;450103302;320840078;1282994613;495535252;693097461;649869035;160079;294527045;12212413;7975622;133524536;517327498;52398059;7349;477322873;32708362;436884434;119801456;517491339;474883075;37090048;10723250;346921;764757
83,24142770,342263920;110519920;395825376;346674574;105135047;328061385;371201553;356879373;388500012;28823410;3493262996278107;455686729;2398383;432517724;1379603372;334226461;91569272;401934017;389762651;243907652;2055292927;901065;44048246;1286821;1942983;2518381;400965420;351023682;351085345;7646144;62481818;439064571;526479054;11347057;101567739;320840078;1599697382;461586;667277633;112037663;492329578;326783347;11653186;9617619;301964;2772384;488105075;1525032186;335940686;437393493;476720460;212410423;12170556;1651653587;15783934;490164166;27901473;508297173;9;57862;14836708;8969606;251829707;521170700;44373301;244455506;485425108;87445398;1789374;95303663;66713100;1506;52250;586855009;48033476;20394398;114522548;321129738;482658504;488580373;14063695;12212413;20363382;37825083;7881140;178649701;7194669;31982013;443600207;333861363;108730154;1656791;34991783;97505306;219096588;892495;249153892;8578057;49576477;86439234
84,52250,forbidden
85,16419172,37029661;365135915;8366990;370267413;43627024;25073798;405753792;32908806;1209859939;1429708444;454560170;304578055;3546379978803487;12522453;15867189;522519828;18512544;20503549;399776430;3305831;254584639;1280231019;192978157;1152034439;54544441;1332178380;276133293;2021779146;2100491909;218506533;485791380;315598056;645689690;17388971;28047632;470990524;116606790;3364711;2171279;3537115029703374;26317883;2145785190;490505561;380067441;474803476;446430908;15419981;15418765;17994293;9295953;60154468;33915583;2069956293;675859875;648717423;702601051;35321087;10682915;351978136;14048220;3461580547164172;1484421164;13733295;774729;487279397;254726274;325496181;37992622;31012715;1711342368;492840942;487640933;253537481;3461563600079220;338927049;1019935307;3493080560830654;424658638;624052719;548806847;504934876;1856337958;18394790;356314665;369564778;545795620;281138550;627888730;49129978;3461567056185947;14583962;1889085914;27899754;194484313;888874;3607081;13703031;301940;1767542;70070
86,12,1497330079;3493131246897478;633984002;3281530;1453409239;430777205;21540057;688660571;1651653587;561081;475885433;334932680;485422279;147166910;221648;95515699;477782158;265896591;2096554937;110352985;3081011;520819684;124079674;356879373;14149326;15967711;298710;34099787;1655219;74084;66951624;1317921047;407045223;8894885;865267;1560156;6708674;65327903;4050333;271894378;436656378;252028114;37765809;492840942;353806838;672664623;1937308559;351023682;399271719;65654875;476148639;1086694209;34991783;371201553;48033476;31696186;1388403168;13926577;397523524;691415738;2032937667;514132752;488034787;112037663;12434430;174501086;332873008;2054979220;326499679;489535836;1425239276;23859567;330183459;668469879;49576477;4155776;57862;454560170;1591649414;8969156;396933253;219096588;483311105;667277633;21262795;485425108;249153892;108445844;438080069;1624612795;407054668;475961;138624168;414878461;304578055;1789374;483052036;427494870;431473020;9617619
87,489535836,1453409239;8096990;824967;388394328;223146252;178960010;442904752;302271779;23947287;522243501;478832800;248466804;1668681169;368749566;1267193437;37514021;170948267;473222648;324879;508676986;25876945;14871346;247930456;505274392;106934637;471993422;44635717;74529609;5857279;696857783;21317806;1559507107;312542653;438220760;188337470;20259914;224697356;192566684;320840078;363721115;501001208;687180273;396593694;89342981;357806775;415852214;12981914;84684841;399242350;80791160;385979427;510524401;7349;13736113;298789481;6703873;744058;208259;471106129;15441035;25077602;9897458;236597134;7003447;24059965;81568271
88,51705359,454560170;395188578;59402148;57214324;207261582;437380306;22311233;140588718;1108130700;476021353;6989655;19319172;306895558;104978129;31225950;525453373;536171079;326246517;364510642;3493130607265963;1137019501;304578055;1472283291;520819684;2020352700;1063936661;1835478788;454118230;596866446;49246269;7294940;30139938;3461565722397523;3972587;86059844;495535252;303740257;40895044;50419575;39839686;325272035;1200693248;1575718735;296399504;1177893348;1937308559;521482091;1019455982;444728505;1742550478;663203955;289368676;253553776;486287787;1917482594;7788379;47244488;326081112;1235430761;1348908037;1216397436;1618676184;15897890;492840942;233259047;1872907488;35989160;27775639;1242932869;485181294;50985197;488748045;16210993;1863302;2026173074;519704043;94114029;1838326986;4974304;21102009;3380239;576247109;208130286;1548407982;392991395;65325231;416113909;392876519;261591733;1895195099;291227900;431532582;170281405;700634784;34557341;21974326;327750329;42986429;178690106;324529831
89,43536,forbidden
90,8990248,1453409239;3238496;1340190821;500982517;2649713;357061011;484236537;3816626;518509854;124407;405067166;85541401;300702869;245627923;98962489;297276069;89522842;90684627;24716911;489535836;1017081142;2118414892;105502937;22221962;1777380035;410195486;431898127;17588331;33649861;519872016;37835620;91542133;1356487793;471303350;11270116;14610538;1761582899;1308234648;43855;526489877;35365327;26061147;1636034895;112208364;1096810530;327185021;36047134;92466307;365289494;320840078;37946996;123178870;512193161;401742377;1057929346;520814591;37880130;496783876;1537334196;121487111;23920239;450103302;1006125507;229733301;31536760;672328094;473904412;434976151;588049766;4549624;231896831;3117396;17561885;47363105;8739477;275338136;427841873;404818835;400813602;6796357;125776535;17561219;927687;43222001;19050347;98573631;248466804;110631;662670880;862684;11253297;14897804;370058962;2844419;479927880;487515654;407416;1868902080;67141499;3720470
91,397540531,3546561304857537;298686071;26398586;3410169;3494371057993915;402969537;6070993;697254100;2858776;304692219;102308177;35405683;1351379;364671291;1069246841;3537104715909319;85435271;108526737;517715351;67803843;50524284;3494349627197577;291226442;1334711;186487873;107298196;103535063;14229952;19361763;471179308;3546389791378112;211072;485323305;1675137941;380039378;412877041;539418077;263094764;388306611;37704405;490254439;44128829;372780862;3493092179053314;267776898;435959655;4967136;1508510718;38233643;355804646;111354734;137952;525952604;40779977;1840463663;121274091;92399439;2044333698;496172;109833003;37172434;586789337;3493117728656046;531454208;1280231019;15282571;533848248;3493260093819171;401249429;1553837749;1297592012;312170576;2136132;33232721;631533887;248255974;3493116671690868;470933781;60510898;13297724;358068;303087943;45910847;3774805;244100385;19833821;3493078251866300;1253614512;2314623;55886369;66583036;27941127;925253;35847683;412247037;13832075;105357376;1898920090;515113454;25477774
